rule_id,variable_key,mechanism_id,role,activation_mode,direction,effect_direction,weight,severity_mode,requires_fasting,sex_scope,context_gate,is_enabled,notes,fuerza,especificidad,combo_group,is_primary,evidence_tier,clinical_rationale
VM042,creatinine_mg_dl,carga_hiperuricemica,supporting_driver,high,high,positive,0.6,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=uric_acid_mg_dl, egfr_ml_min_1_73m2, insulin_uIU_ml | crit_bajo=0.3 | crit_alto=3.0 | Nefropatía por uratos o hiperuricemia asintomática. El ácido úrico alto y la creatinina alta forman un círculo vicioso. | nota_clinica=Excelente marcador de riesgo renal en paciente metabólico.",media,media,renal,0,media,Tendencia a hiperuricemia con afectación renal. | Excelente marcador de riesgo renal en paciente metabólico.
VM136,creatinine_mg_dl,deficit_proteico_catabolismo,supporting_driver,low,low,positive,0.5,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=50 | min_hits=2 | min_groups=2 | display_threshold=22 | confirmatorios=albumin_g_dl, bmi_kg_m2, urea_mg_dl | crit_bajo=0.3 | crit_alto=3.0 | Creatinina baja = Poca masa muscular. En ancianos o encamados | nota_clinica=Sospecha de baja masa muscular o desnutrición. No asumir buena función renal si creatinina es baja. Calcular eGFR y ajustar fármacos.",media,media,catabolico_masa,0,media,"la creatinina ""normal"" puede esconder una ERC grave. Calcular SIEMPRE el eGFR. | Sospecha de baja masa muscular o desnutrición. No asumir buena función renal si creatinina es baja. Calcular eGFR y ajustar fármacos."
VM164,creatinine_mg_dl,deshidratacion_hemoconcentracion,supporting_driver,high,high,positive,0.4,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=40 | min_hits=2 | min_groups=2 | display_threshold=22 | confirmatorios=hct_pct, urea_mg_dl, hb_g_dl | crit_bajo=0.3 | crit_alto=3.0 | Fracaso Renal Agudo Pre-Renal. Urea/Creatinina > 40. El riñón está sano pero seco. Tratamiento: Suero | nota_clinica=Patrón compatible con hemoconcentración o contracción de volumen. Exigir hemoconcentración más urea elevada.",media,media,renal,0,media,no diurético. | Patrón compatible con hemoconcentración o contracción de volumen. Exigir hemoconcentración más urea elevada.
VM191,creatinine_mg_dl,estado_anabolico_bajo,supporting_driver,low,low,positive,0.35,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=50 | min_hits=2 | min_groups=2 | display_threshold=22 | confirmatorios=bmi_kg_m2, albumin_g_dl, hb_g_dl | crit_bajo=0.3 | crit_alto=3.0 | Misma lógica que déficit proteico. Poca masa muscular. | nota_clinica=Útil como patrón de soporte.",media,baja,catabolico_masa,0,baja,Señal de baja reserva anabólica o masa magra reducida. | Útil como patrón de soporte.
VM062,creatinine_mg_dl,estado_purinico,contextual_support,high,high,positive,0.15,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=55 | min_hits=1 | min_groups=1 | display_threshold=18 | confirmatorios=uric_acid_mg_dl, egfr_ml_min_1_73m2 | crit_bajo=0.3 | crit_alto=3.0 | Contexto purínico. Creatinina y AU altos juntos son malos compañeros de viaje para el riñón. | nota_clinica=Describe tono úrico/purínico.",baja,baja,renal,0,baja,Lectura operativa del eje purinas/ácido úrico. | Describe tono úrico/purínico.
VM199,creatinine_mg_dl,recambio_muscular_lesion,contextual_support,high,high,positive,0.1,direct_score,0,all,confirmatory_bundle,0,"[desde_master_v1] | threshold_mecanismo=70 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=ast_u_l, hscrp_mg_l, alt_u_l | competidores=CK_CPK | crit_bajo=0.3 | crit_alto=3.0 | Rabdomiolisis. Creatinina alta + AST alta + CK alta (no medida). Es una emergencia dialítica. Mantener desactivado sin CK. | nota_clinica=Muy inespecífico sin CK.",baja,baja,catabolico_masa,0,baja,Sospecha de recambio/lesión muscular. | Muy inespecífico sin CK.
VM198,creatinine_mg_dl,recambio_muscular_lesion,contextual_support,low,low,positive,0.1,direct_score,0,all,confirmatory_bundle,0,"[desde_master_v1] | threshold_mecanismo=70 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=ast_u_l, hscrp_mg_l, alt_u_l | crit_bajo=0.3 | crit_alto=3.0 | Creatinina baja por atrofia muscular. Sin especificidad. | nota_clinica=Muy inespecífico.",baja,baja,catabolico_masa,0,baja,Sospecha de recambio/lesión muscular. | Muy inespecífico.
VM170,creatinine_mg_dl,retencion_hidrosalina,contextual_support,high,high,positive,0.15,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=60 | min_hits=2 | min_groups=2 | display_threshold=22 | confirmatorios=hct_pct, albumin_g_dl, hb_g_dl | competidores=BNP_proBNP | crit_bajo=0.3 | crit_alto=3.0 | Creatinina elevada por congestión venosa renal (Síndrome Cardio-Renal). Paciente hinchado, no seco. | nota_clinica=Muy inferencial; mantener prudencia.",baja,baja,renal,0,baja,Patrón compatible con expansión de volumen/hemodilución. | Muy inferencial; mantener prudencia.
VM155,creatinine_mg_dl,seguridad_renal,primary_driver,high,high,positive,0.9,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=35 | min_hits=2 | min_groups=2 | display_threshold=20 | confirmatorios=egfr_ml_min_1_73m2, uacr_mg_g, urea_mg_dl | crit_bajo=0.3 | crit_alto=3.0 | Driver de Daño Renal Agudo o Crónico. Una creatinina > 1.3 en mujer joven es ERC hasta no descartarlo. Un delta > 0.3 en 48h es Fracaso Renal Agudo (AKI). | nota_clinica=Prioridad máxima en analítica de rutina.",alta,alta,renal,1,alta,"Bloque de vigilancia renal, filtrado y daño renal subclínico. | Prioridad máxima en analítica de rutina."
VM130,egfr_ml_min_1_73m2,alteracion_metabolismo_folato_b12_homocisteina,contextual_support,low,low,positive,0.1,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=55 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=vitb12_pg_ml, folate_ng_ml, mcv_fl | crit_bajo=15.0 | crit_alto=120.0 | Mismo contexto que creatinina. eGFR bajo en déficit B12 indica daño vascular establecido. | nota_clinica=Más exigente que eje simple.",baja,baja,contexto_metabolico,0,baja,Versión ampliada del eje B12/folato. | Más exigente que eje simple.
VM043,egfr_ml_min_1_73m2,carga_hiperuricemica,supporting_driver,low,low,positive,0.65,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=uric_acid_mg_dl, insulin_uIU_ml, triglycerides_mg_dl | crit_bajo=15.0 | crit_alto=120.0 | La hiperuricemia y la insulino-resistencia bajan el filtrado glomerular por vasoconstricción aferente. Marcador precoz de daño renal metabólico. | nota_clinica=Ácido úrico alto + eGFR 60-90 es señal de alerta metabólica.",media,alta,renal,0,media,Tendencia a hiperuricemia con afectación del filtrado. | Ácido úrico alto + eGFR 60-90 es señal de alerta metabólica.
VM063,egfr_ml_min_1_73m2,estado_purinico,supporting_driver,low,low,positive,0.4,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=55 | min_hits=1 | min_groups=1 | display_threshold=18 | confirmatorios=uric_acid_mg_dl, triglycerides_mg_dl | crit_bajo=15.0 | crit_alto=120.0 | eGFR bajo en contexto de ácido úrico alto. Refuerza el estado purínico. | nota_clinica=Describe tono úrico/purínico.",media,media,renal,0,media,Lectura operativa del eje purinas/ácido úrico. | Describe tono úrico/purínico.
VM171,egfr_ml_min_1_73m2,retencion_hidrosalina,contextual_support,low,low,positive,0.15,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=60 | min_hits=2 | min_groups=2 | display_threshold=22 | confirmatorios=hct_pct, albumin_g_dl, hb_g_dl | competidores=BNP_proBNP | crit_bajo=15.0 | crit_alto=120.0 | Cardio-Renal. eGFR bajo por congestión. Usar diuréticos con cuidado. | nota_clinica=Muy inferencial.",baja,baja,renal,0,baja,Patrón compatible con expansión de volumen/hemodilución. | Muy inferencial.
VM156,egfr_ml_min_1_73m2,seguridad_renal,primary_driver,low,low,positive,1.0,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=35 | min_hits=2 | min_groups=2 | display_threshold=20 | confirmatorios=uacr_mg_g, creatinine_mg_dl, urea_mg_dl | crit_bajo=15.0 | crit_alto=120.0 | Driver de Insuficiencia Renal. eGFR < 60 mantenido 3 meses = ERC. eGFR < 30 = Nefrología urgente. Ajustar TODOS los fármacos. | nota_clinica=Alerta máxima si UACR también está elevado.",alta,alta,renal,1,alta,"Bloque de vigilancia renal, filtrado y daño renal subclínico. | Alerta máxima si UACR también está elevado."
VM077,esr_mm_h,activacion_inmune,contextual_support,high,high,positive,0.2,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=55 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=wbc_x10_3_mm3, neut_abs_x10_3_mm3, hscrp_mg_l | crit_bajo=1.0 | crit_alto=100.0 | VSG es lenta (sube en 48h | nota_clinica=neoplasia o arteritis de células gigantes. Activación inmunitaria o patrón leucocitario reactivo. Necesita coherencia con leucocitos o PCR.",baja,baja,reactantes,0,baja,tarda semanas en bajar). VSG > 100 casi siempre es infección crónica | neoplasia o arteritis de células gigantes. Activación inmunitaria o patrón leucocitario reactivo. Necesita coherencia con leucocitos o PCR.
VM069,esr_mm_h,inflamacion,supporting_driver,high,high,positive,0.35,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=40 | min_hits=2 | min_groups=2 | display_threshold=25 | confirmatorios=hscrp_mg_l, fibrinogen_mg_dl, wbc_x10_3_mm3 | crit_bajo=1.0 | crit_alto=100.0 | Marcador inespecífico de inflamación. Se eleva con la edad y anemia. No es solo infección. | nota_clinica=Mejor con PCR o fibrinógeno.",media,baja,reactantes,0,baja,Inflamación sistémica de baja o media intensidad. | Mejor con PCR o fibrinógeno.
VM083,ferritin_ng_ml,activacion_inmune,contextual_support,high,high,positive,0.2,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=55 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=wbc_x10_3_mm3, neut_abs_x10_3_mm3, hscrp_mg_l | crit_bajo=10.0 | crit_alto=500.0 | Ferritina es reactante de fase aguda. Ferritina > 500 con PCR alta = Inflamación. No es sobrecarga de hierro. | nota_clinica=Sospechar sobrecarga férrica solo si la saturación es > 45%.",baja,baja,reactantes,0,baja,Activación inmunitaria o patrón leucocitario reactivo. | Sospechar sobrecarga férrica solo si la saturación es > 45%.
VM143,ferritin_ng_ml,carga_hepatica,contextual_support,high,high,positive,0.2,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=alt_u_l, albumin_g_dl, ast_u_l | crit_bajo=10.0 | crit_alto=500.0 | Ferritina elevada en HGNA. Es marcador de severidad de la esteatohepatitis. | nota_clinica=Si ALT es normal la ferritina alta aislada es probablemente metabólica.",baja,baja,metabolico,0,baja,Estrés hepatocelular o carga metabólica hepática. | Si ALT es normal la ferritina alta aislada es probablemente metabólica.
VM104,ferritin_ng_ml,deficit_hierro_eritropoyesis,primary_driver,low,low,positive,1.0,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=3 | min_groups=2 | display_threshold=24 | confirmatorios=transferrin_sat_pct, hb_g_dl, mcv_fl | crit_bajo=10.0 | crit_alto=500.0 | Driver absoluto de ferropenia. Ferritina < 20-30 ng/mL = Depósitos vacíos. En mujer con menstruación, Ferritina < 50 ya es sintomática (astenia, caída de pelo). Tratar con hierro oral SIEMPRE. | nota_clinica=Requiere convergencia hierro-hemograma.",alta,alta,hierro,1,alta,Déficit de hierro funcional o absoluto con impacto eritropoyético. | Requiere convergencia hierro-hemograma.
VM089,ferritin_ng_ml,estres_oxidativo,contextual_support,high,high,positive,0.15,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=65 | min_hits=2 | min_groups=2 | display_threshold=20 | confirmatorios=hscrp_mg_l, ggt_u_l, hba1c_pct | crit_bajo=10.0 | crit_alto=500.0 | Ferritina como antioxidante/pro-oxidante. Ruido de fondo en paciente metabólico. | nota_clinica=Concepto de apoyo.",baja,baja,reactantes,0,baja,Señal indirecta de estrés oxidativo. | Concepto de apoyo.
VM073,ferritin_ng_ml,inflamacion,contextual_support,high,high,positive,0.2,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=40 | min_hits=2 | min_groups=2 | display_threshold=25 | confirmatorios=hscrp_mg_l, esr_mm_h, fibrinogen_mg_dl | crit_bajo=10.0 | crit_alto=500.0 | Ferritina como reactante. Si hay fiebre o PCR alta | nota_clinica=Inflamación sistémica de baja o media intensidad. Mejor con VSG/fibrinógeno/células.",baja,baja,reactantes,0,baja,ignorar la ferritina para el estudio de hierro. | Inflamación sistémica de baja o media intensidad. Mejor con VSG/fibrinógeno/células.
VM097,ferritin_ng_ml,permeabilidad_intestinal_inflamacion_baja,contextual_support,high,high,positive,0.15,direct_score,0,all,confirmatory_bundle,0,"[desde_master_v1] | threshold_mecanismo=75 | min_hits=2 | min_groups=2 | display_threshold=26 | confirmatorios=hscrp_mg_l, lymph_abs_x10_3_mm3, albumin_g_dl | crit_bajo=10.0 | crit_alto=500.0 | Inferencia muy indirecta. Ruido. Mantener desactivado. | nota_clinica=Muy inespecífico.",baja,baja,reactantes,0,baja,Inferencia muy indirecta de inflamación de bajo grado. | Muy inespecífico.
VM110,ferritin_ng_ml,sobrecarga_ferrica,primary_driver,high,high,positive,0.9,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=50 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=transferrin_sat_pct, iron_ug_dl, transferrin_mg_dl | crit_bajo=10.0 | crit_alto=500.0 | Driver de sobrecarga. Ferritina > 400 (H) / > 300 (M) + Saturación > 45% = Descartar Hemocromatosis (Gen HFE). Causa cirrosis y diabetes. | nota_clinica=Ferritina alta aislada sin saturación alta es inflamación.",alta,alta,hierro,1,alta,Exceso de hierro o señal de ferritina alta con saturación aumentada. | Ferritina alta aislada sin saturación alta es inflamación.
VM078,fibrinogen_mg_dl,activacion_inmune,contextual_support,high,high,positive,0.2,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=55 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=wbc_x10_3_mm3, neut_abs_x10_3_mm3, hscrp_mg_l | crit_bajo=100.0 | crit_alto=700.0 | Reactante de fase aguda hepático. Fibrinógeno alto = riesgo trombótico. Fibrinógeno bajo = riesgo hemorrágico (CID | nota_clinica=Activación inmunitaria o patrón leucocitario reactivo. Necesita coherencia clínica.",baja,baja,reactantes,0,baja,fallo hepático). | Activación inmunitaria o patrón leucocitario reactivo. Necesita coherencia clínica.
VM070,fibrinogen_mg_dl,inflamacion,supporting_driver,high,high,positive,0.35,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=40 | min_hits=2 | min_groups=2 | display_threshold=25 | confirmatorios=hscrp_mg_l, esr_mm_h, wbc_x10_3_mm3 | crit_bajo=100.0 | crit_alto=700.0 | Confirma inflamación sistémica. Más específico que VSG. | nota_clinica=Útil junto a PCR.",media,baja,reactantes,0,baja,Inflamación sistémica de baja o media intensidad. | Útil junto a PCR.
VM128,folate_ng_ml,alteracion_metabolismo_folato_b12_homocisteina,primary_driver,low,low,positive,0.95,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=55 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=vitb12_pg_ml, mcv_fl, rdw_pct | crit_bajo=1.5 | crit_alto=25.0 | Driver de déficit de folato. Causa anemia macrocítica y eleva la homocisteína (riesgo vascular). El embarazo y el alcoholismo son causas frecuentes. | nota_clinica=Si B12 es normal y folato bajo suplementar con Ácido Fólico 5mg/día.",alta,alta,vitaminas,1,alta,Versión ampliada del eje B12/folato. | Si B12 es normal y folato bajo suplementar con Ácido Fólico 5mg/día.
VM124,folate_ng_ml,eje_b12_folato,primary_driver,low,low,positive,1.0,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=2 | min_groups=2 | display_threshold=22 | confirmatorios=vitb12_pg_ml, mcv_fl, hb_g_dl | crit_bajo=1.5 | crit_alto=25.0 | Driver del eje vitamínico. Folato bajo + B12 baja = Malabsorción global (p. ej. | nota_clinica=gastritis atrófica). Déficit del eje vitamínico B12/folato con reflejo hematimétrico. Buscar causa digestiva.",alta,alta,vitaminas,1,alta,celiaquía | gastritis atrófica). Déficit del eje vitamínico B12/folato con reflejo hematimétrico. Buscar causa digestiva.
VM189,ft4_ng_dl,disfuncion_tiroidea_periferica,primary_driver,high,high,positive,0.85,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=2 | min_groups=1 | display_threshold=22 | confirmatorios=tsh_mIU_l, ldl_mg_dl | crit_bajo=0.4 | crit_alto=5.0 | Hipertiroidismo bioquímico. FT4 alta + TSH baja = Hipertiroidismo primario clínico (Enf. Graves | nota_clinica=Disfunción tiroidea operativa con TSH/FT4 y reflejo metabólico. Confirmar con TSH suprimida.",alta,alta,eje_tiroideo,1,alta,Bocio Nodular). Riesgo de FA. | Disfunción tiroidea operativa con TSH/FT4 y reflejo metabólico. Confirmar con TSH suprimida.
VM188,ft4_ng_dl,disfuncion_tiroidea_periferica,primary_driver,low,low,positive,0.85,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=2 | min_groups=1 | display_threshold=22 | confirmatorios=tsh_mIU_l, ldl_mg_dl | crit_bajo=0.4 | crit_alto=5.0 | Hipotiroidismo primario. FT4 baja + TSH alta = Hipotiroidismo clínico. Requiere tratamiento sustitutivo (Levotiroxina). | nota_clinica=Confirmar con TSH elevada.",alta,alta,eje_tiroideo,1,alta,Disfunción tiroidea operativa con TSH/FT4. | Confirmar con TSH elevada.
VM146,ggt_u_l,carga_hepatica,supporting_driver,high,high,positive,0.4,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=alt_u_l, albumin_g_dl, ast_u_l | crit_bajo=10.0 | crit_alto=1000.0 | GGT elevada con transaminasas altas. Si AST/ALT < 1 y GGT alta | nota_clinica=sugiere OH. Estrés hepatocelular o carga metabólica hepática. Es el marcador más sensible de daño hepático subclínico.",media,baja,colestasis,0,baja,sugiere HGNA. Si AST/ALT > 2 y GGT alta | sugiere OH. Estrés hepatocelular o carga metabólica hepática. Es el marcador más sensible de daño hepático subclínico.
VM151,ggt_u_l,componente_hepatobiliar,primary_driver,high,high,positive,0.9,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=40 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=alp_u_l, bilirubin_total_mg_dl, alt_u_l | crit_bajo=10.0 | crit_alto=1000.0 | Driver de colestasis. GGT es el marcador más específico de origen hepático de la ALP. Si GGT normal y ALP alta | nota_clinica=Componente colestásico/hepatobiliar. Indispensable para interpretar la ALP.",alta,alta,colestasis,1,alta,la ALP es de origen ÓSEO. | Componente colestásico/hepatobiliar. Indispensable para interpretar la ALP.
VM091,ggt_u_l,estres_oxidativo,supporting_driver,high,high,positive,0.3,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=65 | min_hits=2 | min_groups=2 | display_threshold=20 | confirmatorios=hscrp_mg_l, hba1c_pct, triglycerides_mg_dl | crit_bajo=10.0 | crit_alto=1000.0 | La GGT es un marcador de estrés oxidativo sistémico y depósito de grasa hepática. GGT alta en obeso no bebedor es HGNA. | nota_clinica=Excelente marcador de riesgo metabólico.",media,baja,metabolico_oxidativo,0,baja,Señal indirecta de estrés oxidativo. | Excelente marcador de riesgo metabólico.
VM117,ggt_u_l,sobrecarga_ferrica,contextual_support,high,high,positive,0.2,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=50 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=transferrin_sat_pct, ferritin_ng_ml, iron_ug_dl | crit_bajo=10.0 | crit_alto=1000.0 | El hierro induce GGT. Refuerza la sobrecarga férrica. | nota_clinica=Necesita saturación alta.",baja,baja,hepatico,0,baja,Exceso de hierro o señal de ferritina alta con saturación aumentada. | Necesita saturación alta.
VM055,glucose_mg_dl,carga_pancreatica_glucidica,primary_driver,high,high,positive,0.85,direct_score,1,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=2 | min_groups=2 | display_threshold=24 | confirmatorios=insulin_uIU_ml, hba1c_pct | crit_bajo=50.0 | crit_alto=400.0 | Hiperglucemia con hiperinsulinemia compensadora. El páncreas está trabajando al límite. Prediabetes. | nota_clinica=Insulina alta con glucosa 100-125 es el estado de alarma.",alta,alta,glucemia,1,alta,Sobrecarga de la regulación pancreática de la glucosa. | Insulina alta con glucosa 100-125 es el estado de alarma.
VM012,glucose_mg_dl,disfuncion_glucidica,primary_driver,high,high,positive,0.95,direct_score,1,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=40 | min_hits=2 | min_groups=1 | display_threshold=22 | confirmatorios=hba1c_pct, insulin_uIU_ml | crit_bajo=50.0 | crit_alto=400.0 | Driver de Diabetes Mellitus. Glucosa en ayunas > 126 mg/dL en dos ocasiones = DM. > 200 al azar con síntomas = DM. | nota_clinica=El diagnóstico es por glucosa o HbA1c. La insulina solo modula.",alta,alta,glucemia,1,alta,Pérdida de homeostasis glucémica; hiperglucemia sostenida. | El diagnóstico es por glucosa o HbA1c. La insulina solo modula.
VM011,glucose_mg_dl,disfuncion_glucidica,primary_driver,low,low,positive,0.95,direct_score,1,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=40 | min_hits=2 | min_groups=1 | display_threshold=22 | confirmatorios=hba1c_pct, insulin_uIU_ml | crit_bajo=50.0 | crit_alto=400.0 | Hipoglucemia < 70 mg/dL. En paciente no diabético | nota_clinica=ajustar fármacos. Pérdida de homeostasis glucémica; hipoglucemia. Riesgo neurológico si es severa.",alta,alta,glucemia,1,alta,descartar insulinoma o déficit adrenal. En diabético | ajustar fármacos. Pérdida de homeostasis glucémica; hipoglucemia. Riesgo neurológico si es severa.
VM001,glucose_mg_dl,insulinorresistencia,primary_driver,high,high,positive,0.85,direct_score,1,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=3 | min_groups=2 | display_threshold=28 | confirmatorios=hba1c_pct, insulin_uIU_ml, triglycerides_mg_dl | crit_bajo=50.0 | crit_alto=400.0 | Glucosa alterada en ayunas (100-125) es marcador de resistencia insulínica hepática. El hígado produce glucosa de noche sin control. | nota_clinica=Confirmar con insulina elevada.",alta,alta,glucemia,1,alta,Patrón de hiperinsulinemia compensatoria y tendencia a disglucemia. | Confirmar con insulina elevada.
VM028,glucose_mg_dl,riesgo_cardiometabolico_global,supporting_driver,high,high,positive,0.3,direct_score,1,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=65 | min_hits=3 | min_groups=2 | display_threshold=30 | confirmatorios=apob_mg_dl, lpa_nmol_l, triglycerides_mg_dl | crit_bajo=50.0 | crit_alto=400.0 | La disglucemia es el eje central del riesgo cardiometabólico. Glucosa > 100 ya eleva el riesgo cardiovascular. | nota_clinica=Patrón resumen; requiere convergencia lipídica y metabólica.",media,media,glucometabolico,0,media,"Integración de carga lipídica, glucídica, inflamatoria y adiposidad central. | Patrón resumen; requiere convergencia lipídica y metabólica."
VM047,glucose_mg_dl,sindrome_metabolico_patron,primary_driver,high,high,positive,0.95,direct_score,1,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=65 | min_hits=3 | min_groups=3 | display_threshold=32 | confirmatorios=triglycerides_mg_dl, hdl_mg_dl, waist_cm | crit_bajo=50.0 | crit_alto=400.0 | Criterio mayor de Sd. Metabólico. Glucosa >= 100 mg/dL o tratamiento para diabetes. | nota_clinica=Requiere 3 de 5 criterios.",alta,alta,glucemia,1,alta,"Agrupación operativa de adiposidad central, glucosa alterada y dislipidemia. | Requiere 3 de 5 criterios."
VM099,hb_g_dl,deficit_hierro_eritropoyesis,primary_driver,low,low,positive,0.9,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=3 | min_groups=2 | display_threshold=24 | confirmatorios=transferrin_sat_pct, mcv_fl, rdw_pct | crit_bajo=7.0 | crit_alto=18.0 | Anemia ferropénica. Hb baja + VCM bajo (<80) + Ferritina baja. Causa: pérdidas crónicas (menstruación | nota_clinica=descartar cáncer de colon. Déficit de hierro funcional o absoluto con impacto eritropoyético. Confirmar con ferritina y saturación.",alta,alta,hemograma,1,alta,colon). En >50 años | descartar cáncer de colon. Déficit de hierro funcional o absoluto con impacto eritropoyético. Confirmar con ferritina y saturación.
VM135,hb_g_dl,deficit_proteico_catabolismo,contextual_support,low,low,positive,0.2,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=50 | min_hits=2 | min_groups=2 | display_threshold=22 | confirmatorios=albumin_g_dl, creatinine_mg_dl, bmi_kg_m2 | crit_bajo=7.0 | crit_alto=18.0 | Anemia por desnutrición proteica. Poco frecuente en países desarrollados. Pensar en alcoholismo severo o anorexia. | nota_clinica=Descartar déficit de hierro o B12 primero.",baja,baja,nutricional,0,baja,Sospecha de baja disponibilidad proteica o mayor catabolismo. | Descartar déficit de hierro o B12 primero.
VM161,hb_g_dl,deshidratacion_hemoconcentracion,supporting_driver,high,high,positive,0.4,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=40 | min_hits=2 | min_groups=2 | display_threshold=22 | confirmatorios=hct_pct, urea_mg_dl, creatinine_mg_dl | crit_bajo=7.0 | crit_alto=18.0 | Hemoconcentración. Hb y Hto falsamente elevados por falta de volumen plasmático. La verdadera poliglobulia se confirma con masa eritrocitaria. | nota_clinica=Descartar deshidratación antes de derivar a Hematología.",media,media,volumen,0,media,Patrón compatible con hemoconcentración. | Descartar deshidratación antes de derivar a Hematología.
VM118,hb_g_dl,eje_b12_folato,supporting_driver,low,low,positive,0.4,direct_score,0,all,confirmatory_bundle,1,"[desde_master_v1] | threshold_mecanismo=45 | min_hits=2 | min_groups=2 | display_threshold=22 | confirmatorios=vitb12_pg_ml, folate_ng_ml, mcv_fl | crit_bajo=7.0 | crit_alto=18.0 | Anemia macrocítica (VCM > 100). Descartar déficit B12 y folato. Si ambos son normales | nota_clinica=Déficit del eje vitamínico B12/folato con reflejo hematimétrico. Confirmar con niveles vitamínicos.",media,media,hemograma,0,media,pensar en Sd. Mielodisplásico (anciano) o Hipotiroidismo. | Déficit del eje vitamínico B12/folato con reflejo hematimétrico. Confirmar con niveles vitamínicos.
