link_id,mechanism_id,output_type,output_key,priority,strength_mode,min_activation,max_activation,condition_context,message_short,message_long,target_variable,target_direction,followup_hint,guardrail_key,is_enabled,notes
MS070,activacion_inmune,priority_signal,activacion_inmune_priority_signal,5,capped,40,,none,Alta prioridad para activacion inmune.,"Por su peso agregado, activacion inmune debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",wbc_x10_3_mm3,up,Repetir wbc_x10_3_mm3 y revisar causas intercurrentes en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=55
MS071,estres_oxidativo,clinical_pattern,estres_oxidativo_clinical_pattern,5,inherit_activation,20,,none,Predomina un patrón compatible con estres oxidativo.,El conjunto de señales activas es compatible con estres oxidativo. Señal indirecta de estrés oxidativo; inferencia de baja especificidad. [Usar con umbral alto: Proxy indirecto; mantener sensible solo si convergen varias anomalías.],hscrp_mg_l,up,Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=65
MS072,estres_oxidativo,clinical_message,estres_oxidativo_clinical_message,5,inherit_activation,25,,none,Se observa activación de estres oxidativo.,La combinación de analitos asociados sugiere activación de estres oxidativo con relevancia en el dominio inflamación / estrés biológico.,hscrp_mg_l,up,Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=65
MS073,estres_oxidativo,nutrition_action,estres_oxidativo_nutrition_action,5,scaled,30,,none,Conviene priorizar intervención sobre estres oxidativo.,Este eje merece un plan dirigido a modular estres oxidativo y mejorar la trayectoria del marcador diana hscrp_mg_l.,hscrp_mg_l,down,Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=65
MS074,estres_oxidativo,projected_target,estres_oxidativo_projected_target,4,inherit_activation,35,,none,hscrp_mg_l pasa a ser objetivo prioritario.,La activación de estres oxidativo hace útil vigilar especialmente hscrp_mg_l como variable de seguimiento principal.,hscrp_mg_l,down,Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=65
MS075,estres_oxidativo,followup,estres_oxidativo_followup,4,binary,20,,none,Sugerido control evolutivo de estres oxidativo.,Tiene sentido reevaluar estres oxidativo tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,hscrp_mg_l,stability,Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=65
MS076,estres_oxidativo,guardrail,estres_oxidativo_guardrail,3,binary,20,,none,Conviene contextualizar estres oxidativo.,"Antes de sobrerinterpretar estres oxidativo conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",hscrp_mg_l,mixed,Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=65
MS077,estres_oxidativo,priority_signal,estres_oxidativo_priority_signal,5,capped,40,,none,Alta prioridad para estres oxidativo.,"Por su peso agregado, estres oxidativo debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",hscrp_mg_l,up,Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=65
MS078,deficit_hierro_eritropoyesis,clinical_pattern,deficit_hierro_eritropoyesis_clinical_pattern,5,inherit_activation,20,,none,Predomina un patrón compatible con deficit hierro eritropoyesis.,El conjunto de señales activas es compatible con deficit hierro eritropoyesis. Déficit de hierro funcional o absoluto con impacto eritropoyético.,transferrin_sat_pct,down,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS079,deficit_hierro_eritropoyesis,clinical_message,deficit_hierro_eritropoyesis_clinical_message,5,inherit_activation,25,,none,Se observa activación de deficit hierro eritropoyesis.,La combinación de analitos asociados sugiere activación de deficit hierro eritropoyesis con relevancia en el dominio hematínico / nutricional.,transferrin_sat_pct,down,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS080,deficit_hierro_eritropoyesis,nutrition_action,deficit_hierro_eritropoyesis_nutrition_action,5,scaled,30,,none,Conviene priorizar intervención sobre deficit hierro eritropoyesis.,Este eje merece un plan dirigido a modular deficit hierro eritropoyesis y mejorar la trayectoria del marcador diana transferrin_sat_pct.,transferrin_sat_pct,up,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS081,deficit_hierro_eritropoyesis,projected_target,deficit_hierro_eritropoyesis_projected_target,4,inherit_activation,35,,none,transferrin_sat_pct pasa a ser objetivo prioritario.,La activación de deficit hierro eritropoyesis hace útil vigilar especialmente transferrin_sat_pct como variable de seguimiento principal.,transferrin_sat_pct,up,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS082,deficit_hierro_eritropoyesis,followup,deficit_hierro_eritropoyesis_followup,4,binary,20,,none,Sugerido control evolutivo de deficit hierro eritropoyesis.,Tiene sentido reevaluar deficit hierro eritropoyesis tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,transferrin_sat_pct,stability,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS083,deficit_hierro_eritropoyesis,guardrail,deficit_hierro_eritropoyesis_guardrail,3,binary,20,,none,Conviene contextualizar deficit hierro eritropoyesis.,"Antes de sobrerinterpretar deficit hierro eritropoyesis conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",transferrin_sat_pct,mixed,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS084,deficit_hierro_eritropoyesis,priority_signal,deficit_hierro_eritropoyesis_priority_signal,5,capped,40,,none,Alta prioridad para deficit hierro eritropoyesis.,"Por su peso agregado, deficit hierro eritropoyesis debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",transferrin_sat_pct,down,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS085,sobrecarga_ferrica,clinical_pattern,sobrecarga_ferrica_clinical_pattern,5,inherit_activation,20,,none,Predomina un patrón compatible con sobrecarga ferrica.,El conjunto de señales activas es compatible con sobrecarga ferrica. Exceso de hierro o señal de ferritina alta con saturación aumentada.,transferrin_sat_pct,up,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS086,sobrecarga_ferrica,clinical_message,sobrecarga_ferrica_clinical_message,5,inherit_activation,25,,none,Se observa activación de sobrecarga ferrica.,La combinación de analitos asociados sugiere activación de sobrecarga ferrica con relevancia en el dominio hematínico / nutricional.,transferrin_sat_pct,up,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS087,sobrecarga_ferrica,nutrition_action,sobrecarga_ferrica_nutrition_action,5,scaled,30,,none,Conviene priorizar intervención sobre sobrecarga ferrica.,Este eje merece un plan dirigido a modular sobrecarga ferrica y mejorar la trayectoria del marcador diana transferrin_sat_pct.,transferrin_sat_pct,down,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS088,sobrecarga_ferrica,projected_target,sobrecarga_ferrica_projected_target,4,inherit_activation,35,,none,transferrin_sat_pct pasa a ser objetivo prioritario.,La activación de sobrecarga ferrica hace útil vigilar especialmente transferrin_sat_pct como variable de seguimiento principal.,transferrin_sat_pct,down,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS089,sobrecarga_ferrica,followup,sobrecarga_ferrica_followup,4,binary,20,,none,Sugerido control evolutivo de sobrecarga ferrica.,Tiene sentido reevaluar sobrecarga ferrica tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,transferrin_sat_pct,stability,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS090,sobrecarga_ferrica,guardrail,sobrecarga_ferrica_guardrail,3,binary,20,,none,Conviene contextualizar sobrecarga ferrica.,"Antes de sobrerinterpretar sobrecarga ferrica conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",transferrin_sat_pct,mixed,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS091,sobrecarga_ferrica,priority_signal,sobrecarga_ferrica_priority_signal,5,capped,40,,none,Alta prioridad para sobrecarga ferrica.,"Por su peso agregado, sobrecarga ferrica debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",transferrin_sat_pct,up,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS092,eje_b12_folato,clinical_pattern,eje_b12_folato_clinical_pattern,5,inherit_activation,20,,none,Predomina un patrón compatible con eje b12 folato.,El conjunto de señales activas es compatible con eje b12 folato. Déficit del eje vitamínico B12/folato con reflejo hematimétrico.,vitb12_pg_ml,down,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS093,eje_b12_folato,clinical_message,eje_b12_folato_clinical_message,5,inherit_activation,25,,none,Se observa activación de eje b12 folato.,La combinación de analitos asociados sugiere activación de eje b12 folato con relevancia en el dominio hematínico / nutricional.,vitb12_pg_ml,down,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS094,eje_b12_folato,nutrition_action,eje_b12_folato_nutrition_action,5,scaled,30,,none,Conviene priorizar intervención sobre eje b12 folato.,Este eje merece un plan dirigido a modular eje b12 folato y mejorar la trayectoria del marcador diana vitb12_pg_ml.,vitb12_pg_ml,up,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS095,eje_b12_folato,projected_target,eje_b12_folato_projected_target,4,inherit_activation,35,,none,vitb12_pg_ml pasa a ser objetivo prioritario.,La activación de eje b12 folato hace útil vigilar especialmente vitb12_pg_ml como variable de seguimiento principal.,vitb12_pg_ml,up,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS096,eje_b12_folato,followup,eje_b12_folato_followup,4,binary,20,,none,Sugerido control evolutivo de eje b12 folato.,Tiene sentido reevaluar eje b12 folato tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,vitb12_pg_ml,stability,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS097,eje_b12_folato,guardrail,eje_b12_folato_guardrail,3,binary,20,,none,Conviene contextualizar eje b12 folato.,"Antes de sobrerinterpretar eje b12 folato conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",vitb12_pg_ml,mixed,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS098,eje_b12_folato,priority_signal,eje_b12_folato_priority_signal,5,capped,40,,none,Alta prioridad para eje b12 folato.,"Por su peso agregado, eje b12 folato debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",vitb12_pg_ml,down,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS099,alteracion_metabolismo_folato_b12_homocisteina,clinical_pattern,alteracion_metabolismo_folato_b12_homocisteina_clinical_pattern,5,inherit_activation,20,,none,Predomina un patrón compatible con alteracion metabolismo folato b12 homocisteina.,"El conjunto de señales activas es compatible con alteracion metabolismo folato b12 homocisteina. Versión ampliada del eje B12/folato; incompleta sin homocisteína ni MMA. [Usar con umbral alto: Más amplio que eje B12/folato, pero incompleto sin homocisteína real.]",vitb12_pg_ml,down,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=55
MS100,alteracion_metabolismo_folato_b12_homocisteina,clinical_message,alteracion_metabolismo_folato_b12_homocisteina_clinical_message,5,inherit_activation,25,,none,Se observa activación de alteracion metabolismo folato b12 homocisteina.,La combinación de analitos asociados sugiere activación de alteracion metabolismo folato b12 homocisteina con relevancia en el dominio hematínico / nutricional.,vitb12_pg_ml,down,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=55
MS101,alteracion_metabolismo_folato_b12_homocisteina,nutrition_action,alteracion_metabolismo_folato_b12_homocisteina_nutrition_action,5,scaled,30,,none,Conviene priorizar intervención sobre alteracion metabolismo folato b12 homocisteina.,Este eje merece un plan dirigido a modular alteracion metabolismo folato b12 homocisteina y mejorar la trayectoria del marcador diana vitb12_pg_ml.,vitb12_pg_ml,up,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=55
MS102,alteracion_metabolismo_folato_b12_homocisteina,projected_target,alteracion_metabolismo_folato_b12_homocisteina_projected_target,4,inherit_activation,35,,none,vitb12_pg_ml pasa a ser objetivo prioritario.,La activación de alteracion metabolismo folato b12 homocisteina hace útil vigilar especialmente vitb12_pg_ml como variable de seguimiento principal.,vitb12_pg_ml,up,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=55
MS103,alteracion_metabolismo_folato_b12_homocisteina,followup,alteracion_metabolismo_folato_b12_homocisteina_followup,4,binary,20,,none,Sugerido control evolutivo de alteracion metabolismo folato b12 homocisteina.,Tiene sentido reevaluar alteracion metabolismo folato b12 homocisteina tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,vitb12_pg_ml,stability,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=55
MS104,alteracion_metabolismo_folato_b12_homocisteina,guardrail,alteracion_metabolismo_folato_b12_homocisteina_guardrail,3,binary,20,,none,Conviene contextualizar alteracion metabolismo folato b12 homocisteina.,"Antes de sobrerinterpretar alteracion metabolismo folato b12 homocisteina conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",vitb12_pg_ml,mixed,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=55
MS105,alteracion_metabolismo_folato_b12_homocisteina,priority_signal,alteracion_metabolismo_folato_b12_homocisteina_priority_signal,5,capped,40,,none,Alta prioridad para alteracion metabolismo folato b12 homocisteina.,"Por su peso agregado, alteracion metabolismo folato b12 homocisteina debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",vitb12_pg_ml,down,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=55
MS106,deficit_proteico_catabolismo,clinical_pattern,deficit_proteico_catabolismo_clinical_pattern,5,inherit_activation,20,,none,Predomina un patrón compatible con deficit proteico catabolismo.,El conjunto de señales activas es compatible con deficit proteico catabolismo. Sospecha de baja disponibilidad proteica o mayor catabolismo.,albumin_g_dl,down,Repetir albumin_g_dl y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS107,deficit_proteico_catabolismo,clinical_message,deficit_proteico_catabolismo_clinical_message,5,inherit_activation,25,,none,Se observa activación de deficit proteico catabolismo.,La combinación de analitos asociados sugiere activación de deficit proteico catabolismo con relevancia en el dominio hematínico / nutricional.,albumin_g_dl,down,Repetir albumin_g_dl y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS108,deficit_proteico_catabolismo,nutrition_action,deficit_proteico_catabolismo_nutrition_action,5,scaled,30,,none,Conviene priorizar intervención sobre deficit proteico catabolismo.,Este eje merece un plan dirigido a modular deficit proteico catabolismo y mejorar la trayectoria del marcador diana albumin_g_dl.,albumin_g_dl,up,Repetir albumin_g_dl y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS109,deficit_proteico_catabolismo,projected_target,deficit_proteico_catabolismo_projected_target,4,inherit_activation,35,,none,albumin_g_dl pasa a ser objetivo prioritario.,La activación de deficit proteico catabolismo hace útil vigilar especialmente albumin_g_dl como variable de seguimiento principal.,albumin_g_dl,up,Repetir albumin_g_dl y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS110,deficit_proteico_catabolismo,followup,deficit_proteico_catabolismo_followup,4,binary,20,,none,Sugerido control evolutivo de deficit proteico catabolismo.,Tiene sentido reevaluar deficit proteico catabolismo tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,albumin_g_dl,stability,Repetir albumin_g_dl y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS111,deficit_proteico_catabolismo,guardrail,deficit_proteico_catabolismo_guardrail,3,binary,20,,none,Conviene contextualizar deficit proteico catabolismo.,"Antes de sobrerinterpretar deficit proteico catabolismo conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",albumin_g_dl,mixed,Repetir albumin_g_dl y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS112,deficit_proteico_catabolismo,priority_signal,deficit_proteico_catabolismo_priority_signal,5,capped,40,,none,Alta prioridad para deficit proteico catabolismo.,"Por su peso agregado, deficit proteico catabolismo debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",albumin_g_dl,down,Repetir albumin_g_dl y revisar ingesta/suplementación en 8-12 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=50
MS113,carga_hepatica,clinical_pattern,carga_hepatica_clinical_pattern,5,inherit_activation,20,,none,Predomina un patrón compatible con carga hepatica.,El conjunto de señales activas es compatible con carga hepatica. Estrés hepatocelular o carga metabólica hepática.,alt_u_l,up,Repetir alt_u_l y perfil hepático en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS114,carga_hepatica,clinical_message,carga_hepatica_clinical_message,5,inherit_activation,25,,none,Se observa activación de carga hepatica.,La combinación de analitos asociados sugiere activación de carga hepatica con relevancia en el dominio hepático.,alt_u_l,up,Repetir alt_u_l y perfil hepático en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS115,carga_hepatica,nutrition_action,carga_hepatica_nutrition_action,5,scaled,30,,none,Conviene priorizar intervención sobre carga hepatica.,Este eje merece un plan dirigido a modular carga hepatica y mejorar la trayectoria del marcador diana alt_u_l.,alt_u_l,down,Repetir alt_u_l y perfil hepático en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS116,carga_hepatica,projected_target,carga_hepatica_projected_target,4,inherit_activation,35,,none,alt_u_l pasa a ser objetivo prioritario.,La activación de carga hepatica hace útil vigilar especialmente alt_u_l como variable de seguimiento principal.,alt_u_l,down,Repetir alt_u_l y perfil hepático en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS117,carga_hepatica,followup,carga_hepatica_followup,4,binary,20,,none,Sugerido control evolutivo de carga hepatica.,Tiene sentido reevaluar carga hepatica tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,alt_u_l,stability,Repetir alt_u_l y perfil hepático en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS118,carga_hepatica,guardrail,carga_hepatica_guardrail,3,binary,20,,none,Conviene contextualizar carga hepatica.,"Antes de sobrerinterpretar carga hepatica conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",alt_u_l,mixed,Repetir alt_u_l y perfil hepático en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS119,carga_hepatica,priority_signal,carga_hepatica_priority_signal,5,capped,40,,none,Alta prioridad para carga hepatica.,"Por su peso agregado, carga hepatica debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",alt_u_l,up,Repetir alt_u_l y perfil hepático en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=45
MS120,componente_hepatobiliar,clinical_pattern,componente_hepatobiliar_clinical_pattern,5,inherit_activation,20,,none,Predomina un patrón compatible con componente hepatobiliar.,El conjunto de señales activas es compatible con componente hepatobiliar. Componente colestásico/hepatobiliar.,ggt_u_l,up,Repetir ggt_u_l y perfil hepático en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=40
MS121,componente_hepatobiliar,clinical_message,componente_hepatobiliar_clinical_message,5,inherit_activation,25,,none,Se observa activación de componente hepatobiliar.,La combinación de analitos asociados sugiere activación de componente hepatobiliar con relevancia en el dominio hepático.,ggt_u_l,up,Repetir ggt_u_l y perfil hepático en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=40
MS122,componente_hepatobiliar,nutrition_action,componente_hepatobiliar_nutrition_action,5,scaled,30,,none,Conviene priorizar intervención sobre componente hepatobiliar.,Este eje merece un plan dirigido a modular componente hepatobiliar y mejorar la trayectoria del marcador diana ggt_u_l.,ggt_u_l,down,Repetir ggt_u_l y perfil hepático en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=40
MS123,componente_hepatobiliar,projected_target,componente_hepatobiliar_projected_target,4,inherit_activation,35,,none,ggt_u_l pasa a ser objetivo prioritario.,La activación de componente hepatobiliar hace útil vigilar especialmente ggt_u_l como variable de seguimiento principal.,ggt_u_l,down,Repetir ggt_u_l y perfil hepático en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=40
MS124,componente_hepatobiliar,followup,componente_hepatobiliar_followup,4,binary,20,,none,Sugerido control evolutivo de componente hepatobiliar.,Tiene sentido reevaluar componente hepatobiliar tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,ggt_u_l,stability,Repetir ggt_u_l y perfil hepático en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=40
MS125,componente_hepatobiliar,guardrail,componente_hepatobiliar_guardrail,3,binary,20,,none,Conviene contextualizar componente hepatobiliar.,"Antes de sobrerinterpretar componente hepatobiliar conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",ggt_u_l,mixed,Repetir ggt_u_l y perfil hepático en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=40
MS126,componente_hepatobiliar,priority_signal,componente_hepatobiliar_priority_signal,5,capped,40,,none,Alta prioridad para componente hepatobiliar.,"Por su peso agregado, componente hepatobiliar debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",ggt_u_l,up,Repetir ggt_u_l y perfil hepático en 4-8 semanas.,contextualizar_resultado,1,alineado a mecanismo / threshold=40
MS127,seguridad_renal,clinical_pattern,seguridad_renal_clinical_pattern,5,inherit_activation,20,,none,Predomina un patrón compatible con seguridad renal.,"El conjunto de señales activas es compatible con seguridad renal. Bloque de vigilancia renal, filtrado y daño renal subclínico.",egfr_ml_min_1_73m2,down,Repetir egfr_ml_min_1_73m2 y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=35
MS128,seguridad_renal,clinical_message,seguridad_renal_clinical_message,5,inherit_activation,25,,none,Se observa activación de seguridad renal.,La combinación de analitos asociados sugiere activación de seguridad renal con relevancia en el dominio renal / volumen.,egfr_ml_min_1_73m2,down,Repetir egfr_ml_min_1_73m2 y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=35
MS129,seguridad_renal,nutrition_action,seguridad_renal_nutrition_action,5,scaled,30,,none,Conviene priorizar intervención sobre seguridad renal.,Este eje merece un plan dirigido a modular seguridad renal y mejorar la trayectoria del marcador diana egfr_ml_min_1_73m2.,egfr_ml_min_1_73m2,up,Repetir egfr_ml_min_1_73m2 y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=35
MS130,seguridad_renal,projected_target,seguridad_renal_projected_target,4,inherit_activation,35,,none,egfr_ml_min_1_73m2 pasa a ser objetivo prioritario.,La activación de seguridad renal hace útil vigilar especialmente egfr_ml_min_1_73m2 como variable de seguimiento principal.,egfr_ml_min_1_73m2,up,Repetir egfr_ml_min_1_73m2 y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=35
MS131,seguridad_renal,followup,seguridad_renal_followup,4,binary,20,,none,Sugerido control evolutivo de seguridad renal.,Tiene sentido reevaluar seguridad renal tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,egfr_ml_min_1_73m2,stability,Repetir egfr_ml_min_1_73m2 y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=35
MS132,seguridad_renal,guardrail,seguridad_renal_guardrail,3,binary,20,,none,Conviene contextualizar seguridad renal.,"Antes de sobrerinterpretar seguridad renal conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",egfr_ml_min_1_73m2,mixed,Repetir egfr_ml_min_1_73m2 y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=35
MS133,seguridad_renal,priority_signal,seguridad_renal_priority_signal,5,capped,40,,none,Alta prioridad para seguridad renal.,"Por su peso agregado, seguridad renal debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",egfr_ml_min_1_73m2,down,Repetir egfr_ml_min_1_73m2 y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=35
MS134,deshidratacion_hemoconcentracion,clinical_pattern,deshidratacion_hemoconcentracion_clinical_pattern,5,inherit_activation,20,,none,Predomina un patrón compatible con deshidratacion hemoconcentracion.,El conjunto de señales activas es compatible con deshidratacion hemoconcentracion. Patrón compatible con hemoconcentración o contracción de volumen.,hct_pct,up,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=40
MS135,deshidratacion_hemoconcentracion,clinical_message,deshidratacion_hemoconcentracion_clinical_message,5,inherit_activation,25,,none,Se observa activación de deshidratacion hemoconcentracion.,La combinación de analitos asociados sugiere activación de deshidratacion hemoconcentracion con relevancia en el dominio renal / volumen.,hct_pct,up,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=40
MS136,deshidratacion_hemoconcentracion,nutrition_action,deshidratacion_hemoconcentracion_nutrition_action,5,scaled,30,,none,Conviene priorizar intervención sobre deshidratacion hemoconcentracion.,Este eje merece un plan dirigido a modular deshidratacion hemoconcentracion y mejorar la trayectoria del marcador diana hct_pct.,hct_pct,down,Repetir hct_pct y contexto de hidratación/medicación en 2-6 semanas.,confirmar_contexto_clinico,1,alineado a estado_seguridad / threshold=40
