rule_id,variable,etiqueta_variable,dominio_analito,sexo_referencia,rango_referencia,mecanismo,label_mecanismo,dominio_fisiologico,direccion,peso_mecanistico,tipo_aporte,especificidad,especificidad_num,fuerza,evidence_tier,evidencia_num,combo_fisiologico,es_driver_primario,necesita_ayuno,sexo_scope_regla,requiere_contexto,analitos_confirmatorios,analitos_competidores,comentario_fisiologico,definition,clinical_notes,priority_base,activation_threshold,min_hits,min_groups,display_threshold,rango_critico_bajo,rango_critico_alto,activo
VM155,creatinine_mg_dl,Creatinina,renal,sexo_especifico,f: 0.6–1.1 | m: 0.7–1.3,seguridad_renal,Seguridad renal,Renal / volumen,high,0.9,driver,alta,1.0,alta,alta,1.0,renal,si,no,all,si,"egfr_ml_min_1_73m2, uacr_mg_g, urea_mg_dl",,Driver de Daño Renal Agudo o Crónico. Una creatinina > 1.3 en mujer joven es ERC hasta no descartarlo. Un delta > 0.3 en 48h es Fracaso Renal Agudo (AKI).,"Bloque de vigilancia renal, filtrado y daño renal subclínico.",Prioridad máxima en analítica de rutina.,alta,35.0,2.0,2.0,20.0,0.3,3.0,si
VM130,egfr_ml_min_1_73m2,eGFR,renal,ambos,>=90.0,alteracion_metabolismo_folato_b12_homocisteina,Alteracion Metabolismo Folato B12 Homocisteina,Hematínico / nutricional,low,0.1,context,baja,0.4,baja,baja,0.4,contexto_metabolico,no,no,all,si,"vitb12_pg_ml, folate_ng_ml, mcv_fl",,Mismo contexto que creatinina. eGFR bajo en déficit B12 indica daño vascular establecido.,Versión ampliada del eje B12/folato.,Más exigente que eje simple.,alta,55.0,2.0,2.0,24.0,15.0,120.0,si
VM043,egfr_ml_min_1_73m2,eGFR,renal,ambos,>=90.0,carga_hiperuricemica,Carga Hiperuricemica,Metabólico,low,0.65,support,alta,1.0,media,media,0.7,renal,no,no,all,si,"uric_acid_mg_dl, insulin_uIU_ml, triglycerides_mg_dl",,La hiperuricemia y la insulino-resistencia bajan el filtrado glomerular por vasoconstricción aferente. Marcador precoz de daño renal metabólico.,Tendencia a hiperuricemia con afectación del filtrado.,Ácido úrico alto + eGFR 60-90 es señal de alerta metabólica.,alta,45.0,2.0,2.0,24.0,15.0,120.0,si
VM063,egfr_ml_min_1_73m2,eGFR,renal,ambos,>=90.0,estado_purinico,Estado Purinico,Metabólico,low,0.4,support,media,0.7,media,media,0.7,renal,no,no,all,si,"uric_acid_mg_dl, triglycerides_mg_dl",,eGFR bajo en contexto de ácido úrico alto. Refuerza el estado purínico.,Lectura operativa del eje purinas/ácido úrico.,Describe tono úrico/purínico.,alta,55.0,1.0,1.0,18.0,15.0,120.0,si
VM171,egfr_ml_min_1_73m2,eGFR,renal,ambos,>=90.0,retencion_hidrosalina,Retencion Hidrosalina,Renal / volumen,low,0.15,context,baja,0.4,baja,baja,0.4,renal,no,no,all,si,"hct_pct, albumin_g_dl, hb_g_dl",BNP_proBNP,Cardio-Renal. eGFR bajo por congestión. Usar diuréticos con cuidado.,Patrón compatible con expansión de volumen/hemodilución.,Muy inferencial.,media,60.0,2.0,2.0,22.0,15.0,120.0,si
VM156,egfr_ml_min_1_73m2,eGFR,renal,ambos,>=90.0,seguridad_renal,Seguridad renal,Renal / volumen,low,1.0,driver,alta,1.0,alta,alta,1.0,renal,si,no,all,si,"uacr_mg_g, creatinine_mg_dl, urea_mg_dl",,Driver de Insuficiencia Renal. eGFR < 60 mantenido 3 meses = ERC. eGFR < 30 = Nefrología urgente. Ajustar TODOS los fármacos.,"Bloque de vigilancia renal, filtrado y daño renal subclínico.",Alerta máxima si UACR también está elevado.,alta,35.0,2.0,2.0,20.0,15.0,120.0,si
VM077,esr_mm_h,VSG (ESR),inflamacion,sexo_especifico,f: 0.0–20.0 | m: 0.0–15.0,activacion_inmune,Activacion Inmune,Inflamación / estrés biológico,high,0.2,context,baja,0.4,baja,baja,0.4,reactantes,no,no,all,si,"wbc_x10_3_mm3, neut_abs_x10_3_mm3, hscrp_mg_l",,VSG es lenta (sube en 48h,tarda semanas en bajar). VSG > 100 casi siempre es infección crónica,neoplasia o arteritis de células gigantes. Activación inmunitaria o patrón leucocitario reactivo. Necesita coherencia con leucocitos o PCR.,media,55.0,2.0,2.0,24.0,1.0,100.0,si
VM069,esr_mm_h,VSG (ESR),inflamacion,sexo_especifico,f: 0.0–20.0 | m: 0.0–15.0,inflamacion,Inflamacion,Inflamación / estrés biológico,high,0.35,support,baja,0.4,media,baja,0.4,reactantes,no,no,all,si,"hscrp_mg_l, fibrinogen_mg_dl, wbc_x10_3_mm3",,Marcador inespecífico de inflamación. Se eleva con la edad y anemia. No es solo infección.,Inflamación sistémica de baja o media intensidad.,Mejor con PCR o fibrinógeno.,alta,40.0,2.0,2.0,25.0,1.0,100.0,si
VM083,ferritin_ng_ml,Ferritina,hierro,sexo_especifico,f: 15.0–150.0 | m: 30.0–400.0,activacion_inmune,Activacion Inmune,Inflamación / estrés biológico,high,0.2,context,baja,0.4,baja,baja,0.4,reactantes,no,no,all,si,"wbc_x10_3_mm3, neut_abs_x10_3_mm3, hscrp_mg_l",,Ferritina es reactante de fase aguda. Ferritina > 500 con PCR alta = Inflamación. No es sobrecarga de hierro.,Activación inmunitaria o patrón leucocitario reactivo.,Sospechar sobrecarga férrica solo si la saturación es > 45%.,media,55.0,2.0,2.0,24.0,10.0,500.0,si
VM143,ferritin_ng_ml,Ferritina,hierro,sexo_especifico,f: 15.0–150.0 | m: 30.0–400.0,carga_hepatica,Carga Hepatica,Hepático,high,0.2,context,baja,0.4,baja,baja,0.4,metabolico,no,no,all,si,"alt_u_l, albumin_g_dl, ast_u_l",,Ferritina elevada en HGNA. Es marcador de severidad de la esteatohepatitis.,Estrés hepatocelular o carga metabólica hepática.,Si ALT es normal la ferritina alta aislada es probablemente metabólica.,alta,45.0,2.0,2.0,24.0,10.0,500.0,si
VM104,ferritin_ng_ml,Ferritina,hierro,sexo_especifico,f: 15.0–150.0 | m: 30.0–400.0,deficit_hierro_eritropoyesis,Deficit Hierro Eritropoyesis,Hematínico / nutricional,low,1.0,driver,alta,1.0,alta,alta,1.0,hierro,si,no,all,si,"transferrin_sat_pct, hb_g_dl, mcv_fl",,"Driver absoluto de ferropenia. Ferritina < 20-30 ng/mL = Depósitos vacíos. En mujer con menstruación, Ferritina < 50 ya es sintomática (astenia, caída de pelo). Tratar con hierro oral SIEMPRE.",Déficit de hierro funcional o absoluto con impacto eritropoyético.,Requiere convergencia hierro-hemograma.,alta,45.0,3.0,2.0,24.0,10.0,500.0,si
VM089,ferritin_ng_ml,Ferritina,hierro,sexo_especifico,f: 15.0–150.0 | m: 30.0–400.0,estres_oxidativo,Estres Oxidativo,Inflamación / estrés biológico,high,0.15,context,baja,0.4,baja,baja,0.4,reactantes,no,no,all,si,"hscrp_mg_l, ggt_u_l, hba1c_pct",,Ferritina como antioxidante/pro-oxidante. Ruido de fondo en paciente metabólico.,Señal indirecta de estrés oxidativo.,Concepto de apoyo.,baja,65.0,2.0,2.0,20.0,10.0,500.0,si
VM073,ferritin_ng_ml,Ferritina,hierro,sexo_especifico,f: 15.0–150.0 | m: 30.0–400.0,inflamacion,Inflamacion,Inflamación / estrés biológico,high,0.2,context,baja,0.4,baja,baja,0.4,reactantes,no,no,all,si,"hscrp_mg_l, esr_mm_h, fibrinogen_mg_dl",,Ferritina como reactante. Si hay fiebre o PCR alta,ignorar la ferritina para el estudio de hierro.,Inflamación sistémica de baja o media intensidad. Mejor con VSG/fibrinógeno/células.,alta,40.0,2.0,2.0,25.0,10.0,500.0,si
VM097,ferritin_ng_ml,Ferritina,hierro,sexo_especifico,f: 15.0–150.0 | m: 30.0–400.0,permeabilidad_intestinal_inflamacion_baja,Permeabilidad Intestinal Inflamacion Baja,Inflamación / estrés biológico,high,0.15,context,baja,0.4,baja,baja,0.4,reactantes,no,no,all,si,"hscrp_mg_l, lymph_abs_x10_3_mm3, albumin_g_dl",,Inferencia muy indirecta. Ruido. Mantener desactivado.,Inferencia muy indirecta de inflamación de bajo grado.,Muy inespecífico.,baja,75.0,2.0,2.0,26.0,10.0,500.0,no
VM110,ferritin_ng_ml,Ferritina,hierro,sexo_especifico,f: 15.0–150.0 | m: 30.0–400.0,sobrecarga_ferrica,Sobrecarga Ferrica,Hematínico / nutricional,high,0.9,driver,alta,1.0,alta,alta,1.0,hierro,si,no,all,si,"transferrin_sat_pct, iron_ug_dl, transferrin_mg_dl",,Driver de sobrecarga. Ferritina > 400 (H) / > 300 (M) + Saturación > 45% = Descartar Hemocromatosis (Gen HFE). Causa cirrosis y diabetes.,Exceso de hierro o señal de ferritina alta con saturación aumentada.,Ferritina alta aislada sin saturación alta es inflamación.,alta,50.0,2.0,2.0,24.0,10.0,500.0,si
VM078,fibrinogen_mg_dl,Fibrinógeno,coagulacion,ambos,200.0–400.0,activacion_inmune,Activacion Inmune,Inflamación / estrés biológico,high,0.2,context,baja,0.4,baja,baja,0.4,reactantes,no,no,all,si,"wbc_x10_3_mm3, neut_abs_x10_3_mm3, hscrp_mg_l",,Reactante de fase aguda hepático. Fibrinógeno alto = riesgo trombótico. Fibrinógeno bajo = riesgo hemorrágico (CID,fallo hepático).,Activación inmunitaria o patrón leucocitario reactivo. Necesita coherencia clínica.,media,55.0,2.0,2.0,24.0,100.0,700.0,si
VM070,fibrinogen_mg_dl,Fibrinógeno,coagulacion,ambos,200.0–400.0,inflamacion,Inflamacion,Inflamación / estrés biológico,high,0.35,support,baja,0.4,media,baja,0.4,reactantes,no,no,all,si,"hscrp_mg_l, esr_mm_h, wbc_x10_3_mm3",,Confirma inflamación sistémica. Más específico que VSG.,Inflamación sistémica de baja o media intensidad.,Útil junto a PCR.,alta,40.0,2.0,2.0,25.0,100.0,700.0,si
VM128,folate_ng_ml,Folato,nutricional,ambos,2.0–20.0,alteracion_metabolismo_folato_b12_homocisteina,Alteracion Metabolismo Folato B12 Homocisteina,Hematínico / nutricional,low,0.95,driver,alta,1.0,alta,alta,1.0,vitaminas,si,no,all,si,"vitb12_pg_ml, mcv_fl, rdw_pct",,Driver de déficit de folato. Causa anemia macrocítica y eleva la homocisteína (riesgo vascular). El embarazo y el alcoholismo son causas frecuentes.,Versión ampliada del eje B12/folato.,Si B12 es normal y folato bajo suplementar con Ácido Fólico 5mg/día.,alta,55.0,2.0,2.0,24.0,1.5,25.0,si
VM124,folate_ng_ml,Folato,nutricional,ambos,2.0–20.0,eje_b12_folato,Eje B12 Folato,Hematínico / nutricional,low,1.0,driver,alta,1.0,alta,alta,1.0,vitaminas,si,no,all,si,"vitb12_pg_ml, mcv_fl, hb_g_dl",,Driver del eje vitamínico. Folato bajo + B12 baja = Malabsorción global (p. ej.,celiaquía,gastritis atrófica). Déficit del eje vitamínico B12/folato con reflejo hematimétrico. Buscar causa digestiva.,alta,45.0,2.0,2.0,22.0,1.5,25.0,si
VM189,ft4_ng_dl,T4 libre (FT4),tiroides,ambos,0.85–1.95,disfuncion_tiroidea_periferica,Disfuncion Tiroidea Periferica,Hormonal / saciedad,high,0.85,driver,alta,1.0,alta,alta,1.0,eje_tiroideo,si,no,all,si,"tsh_mIU_l, ldl_mg_dl",,Hipertiroidismo bioquímico. FT4 alta + TSH baja = Hipertiroidismo primario clínico (Enf. Graves,Bocio Nodular). Riesgo de FA.,Disfunción tiroidea operativa con TSH/FT4 y reflejo metabólico. Confirmar con TSH suprimida.,alta,45.0,2.0,1.0,22.0,0.4,5.0,si
VM188,ft4_ng_dl,T4 libre (FT4),tiroides,ambos,0.85–1.95,disfuncion_tiroidea_periferica,Disfuncion Tiroidea Periferica,Hormonal / saciedad,low,0.85,driver,alta,1.0,alta,alta,1.0,eje_tiroideo,si,no,all,si,"tsh_mIU_l, ldl_mg_dl",,Hipotiroidismo primario. FT4 baja + TSH alta = Hipotiroidismo clínico. Requiere tratamiento sustitutivo (Levotiroxina).,Disfunción tiroidea operativa con TSH/FT4.,Confirmar con TSH elevada.,alta,45.0,2.0,1.0,22.0,0.4,5.0,si
VM146,ggt_u_l,GGT,hepatica,ambos,10.0–50.0,carga_hepatica,Carga Hepatica,Hepático,high,0.4,support,baja,0.4,media,baja,0.4,colestasis,no,no,all,si,"alt_u_l, albumin_g_dl, ast_u_l",,GGT elevada con transaminasas altas. Si AST/ALT < 1 y GGT alta,sugiere HGNA. Si AST/ALT > 2 y GGT alta,sugiere OH. Estrés hepatocelular o carga metabólica hepática. Es el marcador más sensible de daño hepático subclínico.,alta,45.0,2.0,2.0,24.0,10.0,1000.0,si
VM151,ggt_u_l,GGT,hepatica,ambos,10.0–50.0,componente_hepatobiliar,Componente Hepatobiliar,Hepático,high,0.9,driver,alta,1.0,alta,alta,1.0,colestasis,si,no,all,si,"alp_u_l, bilirubin_total_mg_dl, alt_u_l",,Driver de colestasis. GGT es el marcador más específico de origen hepático de la ALP. Si GGT normal y ALP alta,la ALP es de origen ÓSEO.,Componente colestásico/hepatobiliar. Indispensable para interpretar la ALP.,alta,40.0,2.0,2.0,24.0,10.0,1000.0,si
VM091,ggt_u_l,GGT,hepatica,ambos,10.0–50.0,estres_oxidativo,Estres Oxidativo,Inflamación / estrés biológico,high,0.3,support,baja,0.4,media,baja,0.4,metabolico_oxidativo,no,no,all,si,"hscrp_mg_l, hba1c_pct, triglycerides_mg_dl",,La GGT es un marcador de estrés oxidativo sistémico y depósito de grasa hepática. GGT alta en obeso no bebedor es HGNA.,Señal indirecta de estrés oxidativo.,Excelente marcador de riesgo metabólico.,baja,65.0,2.0,2.0,20.0,10.0,1000.0,si
VM117,ggt_u_l,GGT,hepatica,ambos,10.0–50.0,sobrecarga_ferrica,Sobrecarga Ferrica,Hematínico / nutricional,high,0.2,context,baja,0.4,baja,baja,0.4,hepatico,no,no,all,si,"transferrin_sat_pct, ferritin_ng_ml, iron_ug_dl",,El hierro induce GGT. Refuerza la sobrecarga férrica.,Exceso de hierro o señal de ferritina alta con saturación aumentada.,Necesita saturación alta.,alta,50.0,2.0,2.0,24.0,10.0,1000.0,si
VM055,glucose_mg_dl,Glucosa,metabolica,ambos,70.0–99.0,carga_pancreatica_glucidica,Carga Pancreatica Glucidica,Metabólico,high,0.85,driver,alta,1.0,alta,alta,1.0,glucemia,si,si,all,si,"insulin_uIU_ml, hba1c_pct",,Hiperglucemia con hiperinsulinemia compensadora. El páncreas está trabajando al límite. Prediabetes.,Sobrecarga de la regulación pancreática de la glucosa.,Insulina alta con glucosa 100-125 es el estado de alarma.,alta,45.0,2.0,2.0,24.0,50.0,400.0,si
VM012,glucose_mg_dl,Glucosa,metabolica,ambos,70.0–99.0,disfuncion_glucidica,Disfuncion Glucidica,Metabólico,high,0.95,driver,alta,1.0,alta,alta,1.0,glucemia,si,si,all,si,"hba1c_pct, insulin_uIU_ml",,Driver de Diabetes Mellitus. Glucosa en ayunas > 126 mg/dL en dos ocasiones = DM. > 200 al azar con síntomas = DM.,Pérdida de homeostasis glucémica; hiperglucemia sostenida.,El diagnóstico es por glucosa o HbA1c. La insulina solo modula.,alta,40.0,2.0,1.0,22.0,50.0,400.0,si
VM011,glucose_mg_dl,Glucosa,metabolica,ambos,70.0–99.0,disfuncion_glucidica,Disfuncion Glucidica,Metabólico,low,0.95,driver,alta,1.0,alta,alta,1.0,glucemia,si,si,all,si,"hba1c_pct, insulin_uIU_ml",,Hipoglucemia < 70 mg/dL. En paciente no diabético,descartar insulinoma o déficit adrenal. En diabético,ajustar fármacos. Pérdida de homeostasis glucémica; hipoglucemia. Riesgo neurológico si es severa.,alta,40.0,2.0,1.0,22.0,50.0,400.0,si
VM001,glucose_mg_dl,Glucosa,metabolica,ambos,70.0–99.0,insulinorresistencia,Insulinorresistencia,Metabólico,high,0.85,driver,alta,1.0,alta,alta,1.0,glucemia,si,si,all,si,"hba1c_pct, insulin_uIU_ml, triglycerides_mg_dl",,Glucosa alterada en ayunas (100-125) es marcador de resistencia insulínica hepática. El hígado produce glucosa de noche sin control.,Patrón de hiperinsulinemia compensatoria y tendencia a disglucemia.,Confirmar con insulina elevada.,alta,45.0,3.0,2.0,28.0,50.0,400.0,si
VM028,glucose_mg_dl,Glucosa,metabolica,ambos,70.0–99.0,riesgo_cardiometabolico_global,Riesgo Cardiometabolico Global,Metabólico,high,0.3,support,media,0.7,media,media,0.7,glucometabolico,no,si,all,si,"apob_mg_dl, lpa_nmol_l, triglycerides_mg_dl",,La disglucemia es el eje central del riesgo cardiometabólico. Glucosa > 100 ya eleva el riesgo cardiovascular.,"Integración de carga lipídica, glucídica, inflamatoria y adiposidad central.",Patrón resumen; requiere convergencia lipídica y metabólica.,alta,65.0,3.0,2.0,30.0,50.0,400.0,si
VM047,glucose_mg_dl,Glucosa,metabolica,ambos,70.0–99.0,sindrome_metabolico_patron,Sindrome Metabolico Patron,Metabólico,high,0.95,driver,alta,1.0,alta,alta,1.0,glucemia,si,si,all,si,"triglycerides_mg_dl, hdl_mg_dl, waist_cm",,Criterio mayor de Sd. Metabólico. Glucosa >= 100 mg/dL o tratamiento para diabetes.,"Agrupación operativa de adiposidad central, glucosa alterada y dislipidemia.",Requiere 3 de 5 criterios.,alta,65.0,3.0,3.0,32.0,50.0,400.0,si
VM099,hb_g_dl,Hemoglobina,hematologia,sexo_especifico,f: 11.5–14.5 | m: 13.5–17.5,deficit_hierro_eritropoyesis,Deficit Hierro Eritropoyesis,Hematínico / nutricional,low,0.9,driver,alta,1.0,alta,alta,1.0,hemograma,si,no,all,si,"transferrin_sat_pct, mcv_fl, rdw_pct",,Anemia ferropénica. Hb baja + VCM bajo (<80) + Ferritina baja. Causa: pérdidas crónicas (menstruación,colon). En >50 años,descartar cáncer de colon. Déficit de hierro funcional o absoluto con impacto eritropoyético. Confirmar con ferritina y saturación.,alta,45.0,3.0,2.0,24.0,7.0,18.0,si
VM135,hb_g_dl,Hemoglobina,hematologia,sexo_especifico,f: 11.5–14.5 | m: 13.5–17.5,deficit_proteico_catabolismo,Deficit Proteico Catabolismo,Hematínico / nutricional,low,0.2,context,baja,0.4,baja,baja,0.4,nutricional,no,no,all,si,"albumin_g_dl, creatinine_mg_dl, bmi_kg_m2",,Anemia por desnutrición proteica. Poco frecuente en países desarrollados. Pensar en alcoholismo severo o anorexia.,Sospecha de baja disponibilidad proteica o mayor catabolismo.,Descartar déficit de hierro o B12 primero.,alta,50.0,2.0,2.0,22.0,7.0,18.0,si
VM161,hb_g_dl,Hemoglobina,hematologia,sexo_especifico,f: 11.5–14.5 | m: 13.5–17.5,deshidratacion_hemoconcentracion,Deshidratacion Hemoconcentracion,Renal / volumen,high,0.4,support,media,0.7,media,media,0.7,volumen,no,no,all,si,"hct_pct, urea_mg_dl, creatinine_mg_dl",,Hemoconcentración. Hb y Hto falsamente elevados por falta de volumen plasmático. La verdadera poliglobulia se confirma con masa eritrocitaria.,Patrón compatible con hemoconcentración.,Descartar deshidratación antes de derivar a Hematología.,media,40.0,2.0,2.0,22.0,7.0,18.0,si
VM118,hb_g_dl,Hemoglobina,hematologia,sexo_especifico,f: 11.5–14.5 | m: 13.5–17.5,eje_b12_folato,Eje B12 Folato,Hematínico / nutricional,low,0.4,support,media,0.7,media,media,0.7,hemograma,no,no,all,si,"vitb12_pg_ml, folate_ng_ml, mcv_fl",,Anemia macrocítica (VCM > 100). Descartar déficit B12 y folato. Si ambos son normales,pensar en Sd. Mielodisplásico (anciano) o Hipotiroidismo.,Déficit del eje vitamínico B12/folato con reflejo hematimétrico. Confirmar con niveles vitamínicos.,alta,45.0,2.0,2.0,22.0,7.0,18.0,si
VM190,hb_g_dl,Hemoglobina,hematologia,sexo_especifico,f: 11.5–14.5 | m: 13.5–17.5,estado_anabolico_bajo,Estado Anabolico Bajo,Hormonal / saciedad,low,0.2,context,baja,0.4,baja,baja,0.4,nutricional,no,no,all,si,"creatinine_mg_dl, bmi_kg_m2, albumin_g_dl",,Anemia normocítica en contexto de desnutrición o enfermedad crónica. No responde a hierro.,Señal de baja reserva anabólica o masa magra reducida.,Útil como patrón de soporte.,alta,50.0,2.0,2.0,22.0,7.0,18.0,si
VM168,hb_g_dl,Hemoglobina,hematologia,sexo_especifico,f: 11.5–14.5 | m: 13.5–17.5,retencion_hidrosalina,Retencion Hidrosalina,Renal / volumen,low,0.15,context,baja,0.4,baja,baja,0.4,volumen,no,no,all,si,"hct_pct, albumin_g_dl, creatinine_mg_dl",BNP_proBNP,Anemia dilucional. Hb baja por exceso de volumen plasmático (embarazo,"ICC). No es anemia ""real"".",Patrón compatible con expansión de volumen. Evaluar signos de hipervolemia.,media,60.0,2.0,2.0,22.0,7.0,18.0,si
VM154,hb_g_dl,Hemoglobina,hematologia,sexo_especifico,f: 11.5–14.5 | m: 13.5–17.5,seguridad_renal,Seguridad renal,Renal / volumen,low,0.2,context,baja,0.4,baja,baja,0.4,volumen,no,no,all,si,"egfr_ml_min_1_73m2, uacr_mg_g, creatinine_mg_dl",,Anemia de trastorno crónico renal. El riñón no produce suficiente Eritropoyetina (EPO). Tratamiento: EPO o Hierro IV.,"Bloque de vigilancia renal, filtrado y daño renal subclínico.",Confirmar con eGFR < 45.,alta,35.0,2.0,2.0,20.0,7.0,18.0,si
VM056,hba1c_pct,HbA1c,metabolica,ambos,4.0–5.6,carga_pancreatica_glucidica,Carga Pancreatica Glucidica,Metabólico,high,0.5,support,alta,1.0,media,media,0.7,glucemia,no,no,all,si,"glucose_mg_dl, insulin_uIU_ml",,HbA1c 5.7-6.4% = Prediabetes. Refleja la carga glucémica de los últimos 3 meses. Intervención dietética urgente.,Sobrecarga de la regulación pancreática de la glucosa.,El diagnóstico es por HbA1c o glucosa.,alta,45.0,2.0,2.0,24.0,3.0,14.0,si
VM014,hba1c_pct,HbA1c,metabolica,ambos,4.0–5.6,disfuncion_glucidica,Disfuncion Glucidica,Metabólico,high,0.95,driver,alta,1.0,alta,alta,1.0,glucemia,si,no,all,si,"glucose_mg_dl, insulin_uIU_ml",,"Driver de Diabetes. HbA1c >= 6.5% = Diabetes Mellitus (confirmar con segunda determinación). HbA1c > 8.0% = Mal control, intensificar tto.",Pérdida de homeostasis glucémica.,Cuidado con falsos HbA1c en anemia o hemoglobinopatías.,alta,40.0,2.0,1.0,22.0,3.0,14.0,si
VM013,hba1c_pct,HbA1c,metabolica,ambos,4.0–5.6,disfuncion_glucidica,Disfuncion Glucidica,Metabólico,low,0.95,driver,alta,1.0,alta,alta,1.0,glucemia,si,no,all,si,"glucose_mg_dl, insulin_uIU_ml",,HbA1c baja (< 4.0%). Raro. Descartar hemólisis crónica o tratamiento excesivo con insulina/sulfonilureas (riesgo de hipoglucemias graves).,Pérdida de homeostasis glucémica; hipoglucemia crónica.,Poco fiable en anemia hemolítica.,alta,40.0,2.0,1.0,22.0,3.0,14.0,si
VM085,hba1c_pct,HbA1c,metabolica,ambos,4.0–5.6,estres_oxidativo,Estres Oxidativo,Inflamación / estrés biológico,high,0.15,context,baja,0.4,baja,baja,0.4,metabolico_oxidativo,no,no,all,si,"hscrp_mg_l, ggt_u_l, triglycerides_mg_dl",,La hiperglucemia crónica genera productos de glicación avanzada (AGEs) que causan estrés oxidativo y daño vascular.,Señal indirecta de estrés oxidativo.,Concepto de apoyo.,baja,65.0,2.0,2.0,20.0,3.0,14.0,si
VM002,hba1c_pct,HbA1c,metabolica,ambos,4.0–5.6,insulinorresistencia,Insulinorresistencia,Metabólico,high,0.85,driver,alta,1.0,alta,alta,1.0,glucemia,si,no,all,si,"glucose_mg_dl, insulin_uIU_ml, triglycerides_mg_dl",,HbA1c en rango alto-normal (5.3-5.6) con insulina elevada confirma resistencia a la insulina compensada. Riesgo de DM futuro.,Patrón de hiperinsulinemia compensatoria.,Exigir señal insulínica.,alta,45.0,3.0,2.0,28.0,3.0,14.0,si
VM029,hba1c_pct,HbA1c,metabolica,ambos,4.0–5.6,riesgo_cardiometabolico_global,Riesgo Cardiometabolico Global,Metabólico,high,0.35,support,media,0.7,media,media,0.7,glucometabolico,no,no,all,si,"apob_mg_dl, lpa_nmol_l, triglycerides_mg_dl",,La HbA1c es un predictor continuo de riesgo CV. No hay umbral seguro. Cuanto más baja (sin hipoglucemias),mejor.,"Integración de carga lipídica, glucídica, inflamatoria y adiposidad central. Patrón resumen.",alta,65.0,3.0,2.0,30.0,3.0,14.0,si
VM048,hba1c_pct,HbA1c,metabolica,ambos,4.0–5.6,sindrome_metabolico_patron,Sindrome Metabolico Patron,Metabólico,high,0.45,support,media,0.7,media,media,0.7,glucemia,no,no,all,si,"glucose_mg_dl, triglycerides_mg_dl, hdl_mg_dl",,Equivalente a glucosa en el Sd. Metabólico. HbA1c >= 5.7% es criterio.,"Agrupación operativa de adiposidad central, glucosa y lípidos.",Requiere 3 de 5 criterios.,alta,65.0,3.0,3.0,32.0,3.0,14.0,si
VM100,hct_pct,Hematocrito,hematologia,sexo_especifico,f: 35.0–45.0 | m: 38.0–50.0,deficit_hierro_eritropoyesis,Deficit Hierro Eritropoyesis,Hematínico / nutricional,low,0.4,support,media,0.7,media,media,0.7,hemograma,no,no,all,si,"transferrin_sat_pct, hb_g_dl, mcv_fl",,Reflejo de la anemia. Hto < 36% (M) o < 41% (H) con VCM bajo sugiere ferropenia.,Déficit de hierro funcional o absoluto.,Confirmar con ferritina.,alta,45.0,3.0,2.0,24.0,20.0,55.0,si
VM162,hct_pct,Hematocrito,hematologia,sexo_especifico,f: 35.0–45.0 | m: 38.0–50.0,deshidratacion_hemoconcentracion,Deshidratacion Hemoconcentracion,Renal / volumen,high,0.85,driver,alta,1.0,alta,alta,1.0,volumen,si,no,all,si,"urea_mg_dl, hb_g_dl, creatinine_mg_dl",,Driver de deshidratación. Hto > 50% (H) / > 47% (M) + Urea alta = Administrar líquidos. Si no hay deshidratación,descartar Policitemia Vera (JAK2).,Patrón compatible con hemoconcentración. Obligatorio descartar deshidratación.,media,40.0,2.0,2.0,22.0,20.0,55.0,si
VM119,hct_pct,Hematocrito,hematologia,sexo_especifico,f: 35.0–45.0 | m: 38.0–50.0,eje_b12_folato,Eje B12 Folato,Hematínico / nutricional,low,0.2,context,baja,0.4,baja,baja,0.4,hemograma,no,no,all,si,"vitb12_pg_ml, folate_ng_ml, mcv_fl",,Anemia macrocítica. El Hto estará bajo.,Déficit del eje vitamínico B12/folato.,Confirmar con VCM y vitaminas.,alta,45.0,2.0,2.0,22.0,20.0,55.0,si
VM169,hct_pct,Hematocrito,hematologia,sexo_especifico,f: 35.0–45.0 | m: 38.0–50.0,retencion_hidrosalina,Retencion Hidrosalina,Renal / volumen,low,0.3,support,baja,0.4,media,baja,0.4,volumen,no,no,all,si,"albumin_g_dl, hb_g_dl, creatinine_mg_dl",BNP_proBNP,Hemodilución. Hto bajo con albúmina baja y sin déficit de hierro. Pensar en exceso de volumen.,Patrón compatible con expansión de volumen.,Evaluar ingesta de líquidos o ICC.,media,60.0,2.0,2.0,22.0,20.0,55.0,si
VM023,hdl_mg_dl,HDL,lipidos,sexo_especifico,f: >=50.0 | m: >=40.0,dislipidemia_aterogenica,Dislipidemia Aterogenica,Metabólico,low,0.85,driver,alta,1.0,alta,alta,1.0,tg_hdl,si,si,all,si,"triglycerides_mg_dl, apob_mg_dl, lpa_nmol_l",,Driver de dislipidemia aterogénica. HDL bajo (<40 H / <50 M) + TG altos (>150) = Partículas LDL pequeñas y densas (Alto riesgo CV).,"Patrón de TG altos, HDL bajo y aumento de partículas aterogénicas.",Calcular siempre Colesterol No-HDL (CT - HDL).,alta,45.0,2.0,2.0,26.0,30.0,90.0,si
