rule_id,variable,etiqueta_variable,dominio_analito,sexo_referencia,rango_referencia,mecanismo,label_mecanismo,dominio_fisiologico,direccion,peso_mecanistico,tipo_aporte,especificidad,especificidad_num,fuerza,evidence_tier,evidencia_num,combo_fisiologico,es_driver_primario,necesita_ayuno,sexo_scope_regla,requiere_contexto,analitos_confirmatorios,analitos_competidores,comentario_fisiologico,definition,clinical_notes,priority_base,activation_threshold,min_hits,min_groups,display_threshold,rango_critico_bajo,rango_critico_alto,activo
VM063,egfr_ml_min_1_73m2,eGFR,renal,ambos,>=90.0,estado_purinico,Estado Purinico,Metabólico,low,0.44,support,media,0.7,media,media,0.7,renal,no,no,all,,"uric_acid_mg_dl, uric_acid_mg_dl, triglycerides_mg_dl",,Driver de soporte: descenso de egfr_ml_min_1_73m2 apoya el grupo renal.,Lectura operativa del eje purinas/ácido úrico/excreción renal. [Usar con umbral alto: Concepto paraguas menos específico que carga hiperuricémica.],"Describe tono úrico/purínico; puede mostrarse con una señal principal, mejor con soporte renal.",alta,55,1,1,18,15,,si
VM171,egfr_ml_min_1_73m2,eGFR,renal,ambos,>=90.0,retencion_hidrosalina,Retencion Hidrosalina,Renal / volumen,low,0.15,context,baja,0.4,baja,baja,0.4,renal,no,no,all,,"hct_pct, albumin_g_dl, hb_g_dl",,Contexto: descenso de egfr_ml_min_1_73m2 apoya el grupo renal.,Patrón compatible con expansión de volumen/hemodilución o pérdida de oncótica. [Usar con umbral alto: Sin sodio/BNP/osmolalidad; mantener umbral alto para evitar falsos positivos.],Muy inferencial; mantener prudencia y no titular si no hay contexto clínico.,media,60,2,2,22,15,,si
VM156,egfr_ml_min_1_73m2,eGFR,renal,ambos,>=90.0,seguridad_renal,Seguridad renal,Renal / volumen,low,1,driver,alta,1,alta,alta,1,renal,si,no,all,,"uacr_mg_g, creatinine_mg_dl, urea_mg_dl",,Driver principal: descenso de egfr_ml_min_1_73m2 apoya el grupo renal.,"Bloque de vigilancia renal, filtrado y daño renal subclínico.",Estado de seguridad; priorizar creatinina/eGFR/UACR y reforzar con urea.,alta,35,2,2,20,15,,si
VM077,esr_mm_h,VSG (ESR),inflamacion,sexo_especifico,f: 0.0–20.0 | m: 0.0–15.0,activacion_inmune,Activacion Inmune,Inflamación / estrés biológico,high,0.15,context,baja,0.4,baja,baja,0.4,reactantes,no,no,all,,"wbc_x10_3_mm3, neut_abs_x10_3_mm3, hscrp_mg_l",,Contexto: elevación de esr_mm_h apoya el grupo reactantes.,Activación inmunitaria o patrón leucocitario reactivo. [Usar con umbral alto: Solapa con inflamación; requiere patrón hematológico consistente.],Necesita coherencia entre leucocitos/neutrófilos/linfocitos y al menos un reactante.,media,55,2,2,24,,100,si
VM069,esr_mm_h,VSG (ESR),inflamacion,sexo_especifico,f: 0.0–20.0 | m: 0.0–15.0,inflamacion,Inflamacion,Inflamación / estrés biológico,high,0.37,support,baja,0.4,media,baja,0.4,reactantes,no,no,all,,"hscrp_mg_l, fibrinogen_mg_dl, wbc_x10_3_mm3",,Driver de soporte: elevación de esr_mm_h apoya el grupo reactantes.,Inflamación sistémica de baja o media intensidad detectada con reactantes y hemograma.,PCR ultrasensible aislada leve no basta; mejor con VSG/fibrinógeno/células.,alta,40,2,2,25,,100,si
VM083,ferritin_ng_ml,Ferritina,hierro,sexo_especifico,f: 15.0–150.0 | m: 30.0–400.0,activacion_inmune,Activacion Inmune,Inflamación / estrés biológico,high,0.15,context,baja,0.4,baja,baja,0.4,reactantes,no,no,all,,"wbc_x10_3_mm3, neut_abs_x10_3_mm3, hscrp_mg_l",,Contexto: elevación de ferritin_ng_ml apoya el grupo reactantes.,Activación inmunitaria o patrón leucocitario reactivo. [Usar con umbral alto: Solapa con inflamación; requiere patrón hematológico consistente.],Necesita coherencia entre leucocitos/neutrófilos/linfocitos y al menos un reactante.,media,55,2,2,24,10,500,si
VM143,ferritin_ng_ml,Ferritina,hierro,sexo_especifico,f: 15.0–150.0 | m: 30.0–400.0,carga_hepatica,Carga Hepatica,Hepático,high,0.17,context,baja,0.4,baja,baja,0.4,metabolico,no,no,all,,"alt_u_l, albumin_g_dl, ast_u_l",,Contexto: elevación de ferritin_ng_ml apoya el grupo metabolico.,Estrés hepatocelular o carga metabólica hepática.,ALT aislada leve no basta; pedir AST/GGT o soporte metabólico.,alta,45,2,2,24,10,500,si
VM104,ferritin_ng_ml,Ferritina,hierro,sexo_especifico,f: 15.0–150.0 | m: 30.0–400.0,deficit_hierro_eritropoyesis,Deficit Hierro Eritropoyesis,Hematínico / nutricional,low,0.86,driver,media,0.7,alta,alta,1,hierro,si,no,all,,"transferrin_sat_pct, hb_g_dl, mcv_fl",,Driver principal: descenso de ferritin_ng_ml apoya el grupo hierro.,Déficit de hierro funcional o absoluto con impacto eritropoyético.,Requiere convergencia hierro-hemograma; ferritina o saturación deben liderar.,alta,45,3,2,24,10,500,si
VM089,ferritin_ng_ml,Ferritina,hierro,sexo_especifico,f: 15.0–150.0 | m: 30.0–400.0,estres_oxidativo,Estres Oxidativo,Inflamación / estrés biológico,high,0.15,context,baja,0.4,baja,baja,0.4,reactantes,no,no,all,,"hscrp_mg_l, ggt_u_l, hba1c_pct",,Contexto: elevación de ferritin_ng_ml apoya el grupo reactantes.,Señal indirecta de estrés oxidativo; inferencia de baja especificidad. [Usar con umbral alto: Proxy indirecto; mantener sensible solo si convergen varias anomalías.],"Concepto de apoyo, no titular salvo patrón consistente inflamatorio-hepático-metabólico.",baja,65,2,2,20,10,500,si
VM073,ferritin_ng_ml,Ferritina,hierro,sexo_especifico,f: 15.0–150.0 | m: 30.0–400.0,inflamacion,Inflamacion,Inflamación / estrés biológico,high,0.17,context,baja,0.4,baja,baja,0.4,reactantes,no,no,all,,"hscrp_mg_l, esr_mm_h, fibrinogen_mg_dl",,Contexto: elevación de ferritin_ng_ml apoya el grupo reactantes.,Inflamación sistémica de baja o media intensidad detectada con reactantes y hemograma.,PCR ultrasensible aislada leve no basta; mejor con VSG/fibrinógeno/células.,alta,40,2,2,25,10,500,si
VM097,ferritin_ng_ml,Ferritina,hierro,sexo_especifico,f: 15.0–150.0 | m: 30.0–400.0,permeabilidad_intestinal_inflamacion_baja,Permeabilidad Intestinal Inflamacion Baja,Inflamación / estrés biológico,high,0.15,context,baja,0.4,baja,baja,0.4,reactantes,no,no,all,,"hscrp_mg_l, lymph_abs_x10_3_mm3, lymph_abs_x10_3_mm3",,Contexto: elevación de ferritin_ng_ml apoya el grupo reactantes.,"Inferencia muy indirecta de inflamación de bajo grado y posible señal intestinal; usar con mucha cautela. [Experimental desactivado: Sin marcadores directos (calprotectina, zonulina u otros). Demasiado inferencial para activarlo en runtime.]",Muy inespecífico; mantener umbral alto y lenguaje prudente.,baja,75,2,2,26,10,500,no
VM110,ferritin_ng_ml,Ferritina,hierro,sexo_especifico,f: 15.0–150.0 | m: 30.0–400.0,sobrecarga_ferrica,Sobrecarga Ferrica,Hematínico / nutricional,high,0.86,driver,media,0.7,alta,alta,1,hierro,si,no,all,,"transferrin_sat_pct, iron_ug_dl, transferrin_mg_dl",,Driver principal: elevación de ferritin_ng_ml apoya el grupo hierro.,Exceso de hierro o señal de ferritina alta con saturación aumentada.,Ferritina alta aislada es ambigua; pedir saturación/transaminasas/Fe para reforzar.,alta,50,2,2,24,10,500,si
VM078,fibrinogen_mg_dl,Fibrinógeno,coagulacion,ambos,200.0–400.0,activacion_inmune,Activacion Inmune,Inflamación / estrés biológico,high,0.15,context,baja,0.4,baja,baja,0.4,reactantes,no,no,all,,"wbc_x10_3_mm3, neut_abs_x10_3_mm3, hscrp_mg_l",,Contexto: elevación de fibrinogen_mg_dl apoya el grupo reactantes.,Activación inmunitaria o patrón leucocitario reactivo. [Usar con umbral alto: Solapa con inflamación; requiere patrón hematológico consistente.],Necesita coherencia entre leucocitos/neutrófilos/linfocitos y al menos un reactante.,media,55,2,2,24,100,700,si
VM070,fibrinogen_mg_dl,Fibrinógeno,coagulacion,ambos,200.0–400.0,inflamacion,Inflamacion,Inflamación / estrés biológico,high,0.37,support,baja,0.4,media,baja,0.4,reactantes,no,no,all,,"hscrp_mg_l, esr_mm_h, wbc_x10_3_mm3",,Driver de soporte: elevación de fibrinogen_mg_dl apoya el grupo reactantes.,Inflamación sistémica de baja o media intensidad detectada con reactantes y hemograma.,PCR ultrasensible aislada leve no basta; mejor con VSG/fibrinógeno/células.,alta,40,2,2,25,100,700,si
VM128,folate_ng_ml,Folato,nutricional,ambos,2.0–20.0,alteracion_metabolismo_folato_b12_homocisteina,Alteracion Metabolismo Folato B12 Homocisteina,Hematínico / nutricional,low,0.95,driver,alta,1,alta,alta,1,vitaminas,si,no,all,,"vitb12_pg_ml, mcv_fl, rdw_pct",,Driver principal: descenso de folate_ng_ml apoya el grupo vitaminas.,"Versión ampliada del eje B12/folato; incompleta sin homocisteína ni MMA. [Usar con umbral alto: Más amplio que eje B12/folato, pero incompleto sin homocisteína real.]",Más exigente que eje simple; precisa déficit vitamínico con contexto hematológico o renal.,alta,55,2,2,24,,,si
VM124,folate_ng_ml,Folato,nutricional,ambos,2.0–20.0,eje_b12_folato,Eje B12 Folato,Hematínico / nutricional,low,1,driver,alta,1,alta,alta,1,vitaminas,si,no,all,,"vitb12_pg_ml, mcv_fl, hb_g_dl",,Driver principal: descenso de folate_ng_ml apoya el grupo vitaminas.,Déficit del eje vitamínico B12/folato con reflejo hematimétrico.,B12/folato bajos deben acompañarse de señal hematimétrica si se quiere mayor confianza.,alta,45,2,2,22,,,si
VM189,ft4_ng_dl,T4 libre (FT4),tiroides,ambos,0.85–1.95,disfuncion_tiroidea_periferica,Disfuncion Tiroidea Periferica,Hormonal / saciedad,high,0.95,driver,alta,1,alta,alta,1,eje_tiroideo,si,no,all,,"tsh_mIU_l, tsh_mIU_l, ldl_mg_dl",,Driver principal: elevación de ft4_ng_dl apoya el grupo eje_tiroideo.,Disfunción tiroidea operativa con TSH/FT4 y reflejo metabólico.,TSH/FT4 deben liderar; lípidos sólo refuerzan.,alta,45,2,1,22,0.4,5,si
VM188,ft4_ng_dl,T4 libre (FT4),tiroides,ambos,0.85–1.95,disfuncion_tiroidea_periferica,Disfuncion Tiroidea Periferica,Hormonal / saciedad,low,0.95,driver,alta,1,alta,alta,1,eje_tiroideo,si,no,all,,"tsh_mIU_l, tsh_mIU_l, ldl_mg_dl",,Driver principal: descenso de ft4_ng_dl apoya el grupo eje_tiroideo.,Disfunción tiroidea operativa con TSH/FT4 y reflejo metabólico.,TSH/FT4 deben liderar; lípidos sólo refuerzan.,alta,45,2,1,22,0.4,5,si
VM146,ggt_u_l,GGT,hepatica,ambos,10.0–50.0,carga_hepatica,Carga Hepatica,Hepático,high,0.37,support,baja,0.4,media,baja,0.4,colestasis,no,no,all,,"alt_u_l, albumin_g_dl, ast_u_l",,Driver de soporte: elevación de ggt_u_l apoya el grupo colestasis.,Estrés hepatocelular o carga metabólica hepática.,ALT aislada leve no basta; pedir AST/GGT o soporte metabólico.,alta,45,2,2,24,,1000,si
VM151,ggt_u_l,GGT,hepatica,ambos,10.0–50.0,componente_hepatobiliar,Componente Hepatobiliar,Hepático,high,0.86,driver,media,0.7,alta,alta,1,colestasis,si,no,all,,"alp_u_l, bilirubin_total_mg_dl, alt_u_l",,Driver principal: elevación de ggt_u_l apoya el grupo colestasis.,Componente colestásico/hepatobiliar.,"GGT/ALP/bilirrubina deben mostrar patrón biliar, no una elevación aislada.",alta,40,2,2,24,,1000,si
VM091,ggt_u_l,GGT,hepatica,ambos,10.0–50.0,estres_oxidativo,Estres Oxidativo,Inflamación / estrés biológico,high,0.33,support,baja,0.4,media,baja,0.4,metabolico_oxidativo,no,no,all,,"hscrp_mg_l, hba1c_pct, triglycerides_mg_dl",,Driver de soporte: elevación de ggt_u_l apoya el grupo metabolico_oxidativo.,Señal indirecta de estrés oxidativo; inferencia de baja especificidad. [Usar con umbral alto: Proxy indirecto; mantener sensible solo si convergen varias anomalías.],"Concepto de apoyo, no titular salvo patrón consistente inflamatorio-hepático-metabólico.",baja,65,2,2,20,,1000,si
VM117,ggt_u_l,GGT,hepatica,ambos,10.0–50.0,sobrecarga_ferrica,Sobrecarga Ferrica,Hematínico / nutricional,high,0.17,context,baja,0.4,baja,baja,0.4,hepatico,no,no,all,,"transferrin_sat_pct, ferritin_ng_ml, iron_ug_dl",,Contexto: elevación de ggt_u_l apoya el grupo hepatico.,Exceso de hierro o señal de ferritina alta con saturación aumentada.,Ferritina alta aislada es ambigua; pedir saturación/transaminasas/Fe para reforzar.,alta,50,2,2,24,,1000,si
VM055,glucose_mg_dl,Glucosa,metabolica,ambos,70.0–99.0,carga_pancreatica_glucidica,Carga Pancreatica Glucidica,Metabólico,high,0.86,driver,media,0.7,alta,alta,1,glucemia,si,si,all,,"insulin_uIU_ml, insulin_uIU_ml, hba1c_pct",,Driver principal: elevación de glucose_mg_dl apoya el grupo glucemia.,Sobrecarga de la regulación pancreática de la glucosa; útil para separar compensación hiperinsulinémica.,Pensado para disglucemia con tensión pancreática; insulina baja o alta con glucosa/HbA1c alteradas.,alta,45,2,2,24,50,400,si
VM012,glucose_mg_dl,Glucosa,metabolica,ambos,70.0–99.0,disfuncion_glucidica,Disfuncion Glucidica,Metabólico,high,0.95,driver,alta,1,alta,alta,1,glucemia,si,si,all,,"hba1c_pct, hba1c_pct, insulin_uIU_ml",,Driver principal: elevación de glucose_mg_dl apoya el grupo glucemia.,"Pérdida de homeostasis glucémica; incluye hiperglucemia sostenida y, en menor medida, extremos bajos.",Debe existir alteración de glucosa o HbA1c; la insulina solo modula el contexto.,alta,40,2,1,22,50,400,si
VM011,glucose_mg_dl,Glucosa,metabolica,ambos,70.0–99.0,disfuncion_glucidica,Disfuncion Glucidica,Metabólico,low,0.95,driver,alta,1,alta,alta,1,glucemia,si,si,all,,"hba1c_pct, hba1c_pct, insulin_uIU_ml",,Driver principal: descenso de glucose_mg_dl apoya el grupo glucemia.,"Pérdida de homeostasis glucémica; incluye hiperglucemia sostenida y, en menor medida, extremos bajos.",Debe existir alteración de glucosa o HbA1c; la insulina solo modula el contexto.,alta,40,2,1,22,50,400,si
VM001,glucose_mg_dl,Glucosa,metabolica,ambos,70.0–99.0,insulinorresistencia,Insulinorresistencia,Metabólico,high,0.86,driver,media,0.7,alta,alta,1,glucemia,si,si,all,,"hba1c_pct, insulin_uIU_ml, triglycerides_mg_dl",,Driver principal: elevación de glucose_mg_dl apoya el grupo glucemia.,Patrón de hiperinsulinemia compensatoria y exceso adiposo visceral con tendencia a disglucemia y dislipidemia.,Exigir señal glucémica/insulínica más al menos un eje adiposidad o dislipidemia para evitar sobrediagnóstico por una variable aislada.,alta,45,3,2,28,50,400,si
VM028,glucose_mg_dl,Glucosa,metabolica,ambos,70.0–99.0,riesgo_cardiometabolico_global,Riesgo Cardiometabolico Global,Metabólico,high,0.34,support,baja,0.4,media,baja,0.4,glucometabolico,no,si,all,,"apob_mg_dl, lpa_nmol_l, triglycerides_mg_dl",,Driver de soporte: elevación de glucose_mg_dl apoya el grupo glucometabolico.,"Integración de carga lipídica, glucídica, inflamatoria y adiposidad central.",Patrón resumen; requiere convergencia lipídica y metabólica/inflamatoria.,alta,65,3,2,30,50,400,si
VM047,glucose_mg_dl,Glucosa,metabolica,ambos,70.0–99.0,sindrome_metabolico_patron,Sindrome Metabolico Patron,Metabólico,high,0.97,driver,alta,1,alta,alta,1,glucemia,si,si,all,,"triglycerides_mg_dl, hdl_mg_dl, waist_cm",,Driver principal: elevación de glucose_mg_dl apoya el grupo glucemia.,"Agrupación operativa de adiposidad central, glucosa alterada y dislipidemia aterogénica.","Patrón resumen; pedir al menos 3 ejes entre glucemia, TG, HDL, cintura.",alta,65,3,3,32,50,400,si
VM099,hb_g_dl,Hemoglobina,hematologia,sexo_especifico,f: 11.5–14.5 | m: 13.5–17.5,deficit_hierro_eritropoyesis,Deficit Hierro Eritropoyesis,Hematínico / nutricional,low,0.86,driver,media,0.7,alta,alta,1,hemograma,si,no,all,,"transferrin_sat_pct, mcv_fl, rdw_pct",,Driver principal: descenso de hb_g_dl apoya el grupo hemograma.,Déficit de hierro funcional o absoluto con impacto eritropoyético.,Requiere convergencia hierro-hemograma; ferritina o saturación deben liderar.,alta,45,3,2,24,7,18,si
VM135,hb_g_dl,Hemoglobina,hematologia,sexo_especifico,f: 11.5–14.5 | m: 13.5–17.5,deficit_proteico_catabolismo,Deficit Proteico Catabolismo,Hematínico / nutricional,low,0.17,context,baja,0.4,baja,baja,0.4,nutricional,no,no,all,,"albumin_g_dl, creatinine_mg_dl, bmi_kg_m2",,Contexto: descenso de hb_g_dl apoya el grupo nutricional.,Sospecha de baja disponibilidad proteica o mayor catabolismo.,Albúmina baja debe acompañarse de masa corporal/urea/creatinina o linfopenia.,alta,50,2,2,22,7,18,si
VM161,hb_g_dl,Hemoglobina,hematologia,sexo_especifico,f: 11.5–14.5 | m: 13.5–17.5,deshidratacion_hemoconcentracion,Deshidratacion Hemoconcentracion,Renal / volumen,high,0.37,support,baja,0.4,media,baja,0.4,volumen,no,no,all,,"hct_pct, urea_mg_dl, creatinine_mg_dl",,Driver de soporte: elevación de hb_g_dl apoya el grupo volumen.,Patrón compatible con hemoconcentración o contracción de volumen.,Exigir hemoconcentración más urea/creatinina/albumina para evitar ruido.,media,40,2,2,22,7,18,si
VM118,hb_g_dl,Hemoglobina,hematologia,sexo_especifico,f: 11.5–14.5 | m: 13.5–17.5,eje_b12_folato,Eje B12 Folato,Hematínico / nutricional,low,0.37,support,baja,0.4,media,baja,0.4,hemograma,no,no,all,,"vitb12_pg_ml, folate_ng_ml, mcv_fl",,Driver de soporte: descenso de hb_g_dl apoya el grupo hemograma.,Déficit del eje vitamínico B12/folato con reflejo hematimétrico.,B12/folato bajos deben acompañarse de señal hematimétrica si se quiere mayor confianza.,alta,45,2,2,22,7,18,si
VM190,hb_g_dl,Hemoglobina,hematologia,sexo_especifico,f: 11.5–14.5 | m: 13.5–17.5,estado_anabolico_bajo,Estado Anabolico Bajo,Hormonal / saciedad,low,0.17,context,baja,0.4,baja,baja,0.4,nutricional,no,no,all,,"creatinine_mg_dl, bmi_kg_m2, albumin_g_dl",,Contexto: descenso de hb_g_dl apoya el grupo nutricional.,Señal de baja reserva anabólica o masa magra reducida.,Útil como patrón de soporte; no afirmar si solo hay IMC bajo leve.,alta,50,2,2,22,7,18,si
VM168,hb_g_dl,Hemoglobina,hematologia,sexo_especifico,f: 11.5–14.5 | m: 13.5–17.5,retencion_hidrosalina,Retencion Hidrosalina,Renal / volumen,low,0.15,context,baja,0.4,baja,baja,0.4,volumen,no,no,all,,"hct_pct, albumin_g_dl, creatinine_mg_dl",,Contexto: descenso de hb_g_dl apoya el grupo volumen.,Patrón compatible con expansión de volumen/hemodilución o pérdida de oncótica. [Usar con umbral alto: Sin sodio/BNP/osmolalidad; mantener umbral alto para evitar falsos positivos.],Muy inferencial; mantener prudencia y no titular si no hay contexto clínico.,media,60,2,2,22,7,18,si
VM154,hb_g_dl,Hemoglobina,hematologia,sexo_especifico,f: 11.5–14.5 | m: 13.5–17.5,seguridad_renal,Seguridad renal,Renal / volumen,low,0.17,context,baja,0.4,baja,baja,0.4,volumen,no,no,all,,"egfr_ml_min_1_73m2, uacr_mg_g, creatinine_mg_dl",,Contexto: descenso de hb_g_dl apoya el grupo volumen.,"Bloque de vigilancia renal, filtrado y daño renal subclínico.",Estado de seguridad; priorizar creatinina/eGFR/UACR y reforzar con urea.,alta,35,2,2,20,7,18,si
VM056,hba1c_pct,HbA1c,metabolica,ambos,4.0–5.6,carga_pancreatica_glucidica,Carga Pancreatica Glucidica,Metabólico,high,0.48,support,media,0.7,media,media,0.7,glucemia,no,no,all,,"glucose_mg_dl, insulin_uIU_ml, insulin_uIU_ml",,Driver de soporte: elevación de hba1c_pct apoya el grupo glucemia.,Sobrecarga de la regulación pancreática de la glucosa; útil para separar compensación hiperinsulinémica.,Pensado para disglucemia con tensión pancreática; insulina baja o alta con glucosa/HbA1c alteradas.,alta,45,2,2,24,3,14,si
VM014,hba1c_pct,HbA1c,metabolica,ambos,4.0–5.6,disfuncion_glucidica,Disfuncion Glucidica,Metabólico,high,0.95,driver,alta,1,alta,alta,1,glucemia,si,no,all,,"glucose_mg_dl, glucose_mg_dl, insulin_uIU_ml",,Driver principal: elevación de hba1c_pct apoya el grupo glucemia.,"Pérdida de homeostasis glucémica; incluye hiperglucemia sostenida y, en menor medida, extremos bajos.",Debe existir alteración de glucosa o HbA1c; la insulina solo modula el contexto.,alta,40,2,1,22,3,14,si
VM013,hba1c_pct,HbA1c,metabolica,ambos,4.0–5.6,disfuncion_glucidica,Disfuncion Glucidica,Metabólico,low,0.95,driver,alta,1,alta,alta,1,glucemia,si,no,all,,"glucose_mg_dl, glucose_mg_dl, insulin_uIU_ml",,Driver principal: descenso de hba1c_pct apoya el grupo glucemia.,"Pérdida de homeostasis glucémica; incluye hiperglucemia sostenida y, en menor medida, extremos bajos.",Debe existir alteración de glucosa o HbA1c; la insulina solo modula el contexto.,alta,40,2,1,22,3,14,si
VM085,hba1c_pct,HbA1c,metabolica,ambos,4.0–5.6,estres_oxidativo,Estres Oxidativo,Inflamación / estrés biológico,high,0.15,context,baja,0.4,baja,baja,0.4,metabolico_oxidativo,no,no,all,,"hscrp_mg_l, ggt_u_l, triglycerides_mg_dl",,Contexto: elevación de hba1c_pct apoya el grupo metabolico_oxidativo.,Señal indirecta de estrés oxidativo; inferencia de baja especificidad. [Usar con umbral alto: Proxy indirecto; mantener sensible solo si convergen varias anomalías.],"Concepto de apoyo, no titular salvo patrón consistente inflamatorio-hepático-metabólico.",baja,65,2,2,20,3,14,si
VM002,hba1c_pct,HbA1c,metabolica,ambos,4.0–5.6,insulinorresistencia,Insulinorresistencia,Metabólico,high,0.86,driver,media,0.7,alta,alta,1,glucemia,si,no,all,,"glucose_mg_dl, insulin_uIU_ml, triglycerides_mg_dl",,Driver principal: elevación de hba1c_pct apoya el grupo glucemia.,Patrón de hiperinsulinemia compensatoria y exceso adiposo visceral con tendencia a disglucemia y dislipidemia.,Exigir señal glucémica/insulínica más al menos un eje adiposidad o dislipidemia para evitar sobrediagnóstico por una variable aislada.,alta,45,3,2,28,3,14,si
VM029,hba1c_pct,HbA1c,metabolica,ambos,4.0–5.6,riesgo_cardiometabolico_global,Riesgo Cardiometabolico Global,Metabólico,high,0.34,support,baja,0.4,media,baja,0.4,glucometabolico,no,no,all,,"apob_mg_dl, lpa_nmol_l, triglycerides_mg_dl",,Driver de soporte: elevación de hba1c_pct apoya el grupo glucometabolico.,"Integración de carga lipídica, glucídica, inflamatoria y adiposidad central.",Patrón resumen; requiere convergencia lipídica y metabólica/inflamatoria.,alta,65,3,2,30,3,14,si
VM048,hba1c_pct,HbA1c,metabolica,ambos,4.0–5.6,sindrome_metabolico_patron,Sindrome Metabolico Patron,Metabólico,high,0.44,support,media,0.7,media,media,0.7,glucemia,no,no,all,,"glucose_mg_dl, triglycerides_mg_dl, hdl_mg_dl",,Driver de soporte: elevación de hba1c_pct apoya el grupo glucemia.,"Agrupación operativa de adiposidad central, glucosa alterada y dislipidemia aterogénica.","Patrón resumen; pedir al menos 3 ejes entre glucemia, TG, HDL, cintura.",alta,65,3,3,32,3,14,si
VM100,hct_pct,Hematocrito,hematologia,sexo_especifico,f: 35.0–45.0 | m: 38.0–50.0,deficit_hierro_eritropoyesis,Deficit Hierro Eritropoyesis,Hematínico / nutricional,low,0.37,support,baja,0.4,media,baja,0.4,hemograma,no,no,all,,"transferrin_sat_pct, hb_g_dl, mcv_fl",,Driver de soporte: descenso de hct_pct apoya el grupo hemograma.,Déficit de hierro funcional o absoluto con impacto eritropoyético.,Requiere convergencia hierro-hemograma; ferritina o saturación deben liderar.,alta,45,3,2,24,20,55,si
VM162,hct_pct,Hematocrito,hematologia,sexo_especifico,f: 35.0–45.0 | m: 38.0–50.0,deshidratacion_hemoconcentracion,Deshidratacion Hemoconcentracion,Renal / volumen,high,0.86,driver,media,0.7,alta,alta,1,volumen,si,no,all,,"urea_mg_dl, hb_g_dl, creatinine_mg_dl",,Driver principal: elevación de hct_pct apoya el grupo volumen.,Patrón compatible con hemoconcentración o contracción de volumen.,Exigir hemoconcentración más urea/creatinina/albumina para evitar ruido.,media,40,2,2,22,20,55,si
VM119,hct_pct,Hematocrito,hematologia,sexo_especifico,f: 35.0–45.0 | m: 38.0–50.0,eje_b12_folato,Eje B12 Folato,Hematínico / nutricional,low,0.17,context,baja,0.4,baja,baja,0.4,hemograma,no,no,all,,"vitb12_pg_ml, folate_ng_ml, mcv_fl",,Contexto: descenso de hct_pct apoya el grupo hemograma.,Déficit del eje vitamínico B12/folato con reflejo hematimétrico.,B12/folato bajos deben acompañarse de señal hematimétrica si se quiere mayor confianza.,alta,45,2,2,22,20,55,si
VM169,hct_pct,Hematocrito,hematologia,sexo_especifico,f: 35.0–45.0 | m: 38.0–50.0,retencion_hidrosalina,Retencion Hidrosalina,Renal / volumen,low,0.33,support,baja,0.4,media,baja,0.4,volumen,no,no,all,,"albumin_g_dl, hb_g_dl, creatinine_mg_dl",,Driver de soporte: descenso de hct_pct apoya el grupo volumen.,Patrón compatible con expansión de volumen/hemodilución o pérdida de oncótica. [Usar con umbral alto: Sin sodio/BNP/osmolalidad; mantener umbral alto para evitar falsos positivos.],Muy inferencial; mantener prudencia y no titular si no hay contexto clínico.,media,60,2,2,22,20,55,si
VM023,hdl_mg_dl,HDL,lipidos,sexo_especifico,f: >=50.0 | m: >=40.0,dislipidemia_aterogenica,Dislipidemia Aterogenica,Metabólico,low,0.86,driver,media,0.7,alta,alta,1,tg_hdl,si,si,all,,"triglycerides_mg_dl, apob_mg_dl, lpa_nmol_l",,Driver principal: descenso de hdl_mg_dl apoya el grupo tg_hdl.,"Patrón de TG altos, HDL bajo y aumento de partículas aterogénicas.",No activar por colesterol total aislado; pedir TG/HDL/ApoB/LDL-patrón coherente.,alta,45,2,2,26,,,si
VM087,hdl_mg_dl,HDL,lipidos,sexo_especifico,f: >=50.0 | m: >=40.0,estres_oxidativo,Estres Oxidativo,Inflamación / estrés biológico,low,0.15,context,baja,0.4,baja,baja,0.4,consumo_negativos,no,si,all,,"hscrp_mg_l, ggt_u_l, hba1c_pct",,Contexto: descenso de hdl_mg_dl apoya el grupo consumo_negativos.,Señal indirecta de estrés oxidativo; inferencia de baja especificidad. [Usar con umbral alto: Proxy indirecto; mantener sensible solo si convergen varias anomalías.],"Concepto de apoyo, no titular salvo patrón consistente inflamatorio-hepático-metabólico.",baja,65,2,2,20,,,si
VM067,hdl_mg_dl,HDL,lipidos,sexo_especifico,f: >=50.0 | m: >=40.0,inflamacion,Inflamacion,Inflamación / estrés biológico,low,0.17,context,baja,0.4,baja,baja,0.4,consumo_negativos,no,si,all,,"hscrp_mg_l, esr_mm_h, fibrinogen_mg_dl",,Contexto: descenso de hdl_mg_dl apoya el grupo consumo_negativos.,Inflamación sistémica de baja o media intensidad detectada con reactantes y hemograma.,PCR ultrasensible aislada leve no basta; mejor con VSG/fibrinógeno/células.,alta,40,2,2,25,,,si
VM005,hdl_mg_dl,HDL,lipidos,sexo_especifico,f: >=50.0 | m: >=40.0,insulinorresistencia,Insulinorresistencia,Metabólico,low,0.48,support,media,0.7,media,media,0.7,dislipidemia,no,si,all,,"glucose_mg_dl, hba1c_pct, insulin_uIU_ml",,Driver de soporte: descenso de hdl_mg_dl apoya el grupo dislipidemia.,Patrón de hiperinsulinemia compensatoria y exceso adiposo visceral con tendencia a disglucemia y dislipidemia.,Exigir señal glucémica/insulínica más al menos un eje adiposidad o dislipidemia para evitar sobrediagnóstico por una variable aislada.,alta,45,3,2,28,,,si
