rule_id,variable_key,mechanism_id,role,activation_mode,direction,effect_direction,weight,severity_mode,requires_fasting,sex_scope,context_gate,is_enabled,notes,fuerza,especificidad
VM076,hscrp_mg_l,activacion_inmune,supporting_driver,high,positive,positive,0.33,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=55. UMBRAL_ALTO: Solapa con inflamación; requiere patrón hematológico consistente. Fuerza=media; Especificidad=baja. PCR alta acompaña activación inmune sistémica. Aviso rama alta: Muy alta: refuerza activación.,media,baja
VM077,esr_mm_h,activacion_inmune,contextual_support,high,positive,positive,0.15,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=55. UMBRAL_ALTO: Solapa con inflamación; requiere patrón hematológico consistente. Fuerza=baja; Especificidad=baja. VSG alta apoya respuesta sostenida. Aviso rama alta: Muy alta: apoyo inespecífico.,baja,baja
VM078,fibrinogen_mg_dl,activacion_inmune,contextual_support,high,positive,positive,0.15,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=55. UMBRAL_ALTO: Solapa con inflamación; requiere patrón hematológico consistente. Fuerza=baja; Especificidad=baja. Fibrinógeno alto acompaña fase aguda. Aviso rama alta: Muy alto: apoyo inespecífico.,baja,baja
VM079,wbc_x10_3_mm3,activacion_inmune,supporting_driver,high,positive,positive,0.42,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=55. UMBRAL_ALTO: Solapa con inflamación; requiere patrón hematológico consistente. Fuerza=alta; Especificidad=baja. Leucocitosis es la señal más directa en este bloque. Aviso rama alta: Muy alta: priorizar activación inmune/infecciosa.,alta,baja
VM080,neut_abs_x10_3_mm3,activacion_inmune,supporting_driver,high,positive,positive,0.42,direct_score,0,all,,1,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=55. UMBRAL_ALTO: Solapa con inflamación; requiere patrón hematológico consistente. Fuerza=alta; Especificidad=baja. Neutrofilia orienta a activación innata, estrés o infección bacteriana. Aviso rama alta: Muy alta: refuerza mucho activación innata.",alta,baja
VM081,lymph_abs_x10_3_mm3,activacion_inmune,supporting_driver,low,positive,positive,0.28,direct_score,0,all,,1,"[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=55. UMBRAL_ALTO: Solapa con inflamación; requiere patrón hematológico consistente. Rama baja de asociación bidireccional. Fuerza=media; Especificidad=baja. Linfocitos altos o bajos pueden informar activación o redistribución según contexto. Aviso rama baja: Muy baja: sugiere estrés biológico, corticoides o algunas infecciones.",media,baja
VM082,lymph_abs_x10_3_mm3,activacion_inmune,supporting_driver,high,positive,positive,0.28,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=55. UMBRAL_ALTO: Solapa con inflamación; requiere patrón hematológico consistente. Rama alta de asociación bidireccional. Fuerza=media; Especificidad=baja. Linfocitos altos o bajos pueden informar activación o redistribución según contexto. Aviso rama alta: Muy alta: pensar en activación linfoide/viral u otras causas.,media,baja
VM083,ferritin_ng_ml,activacion_inmune,contextual_support,high,positive,positive,0.15,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=55. UMBRAL_ALTO: Solapa con inflamación; requiere patrón hematológico consistente. Fuerza=baja; Especificidad=baja. Ferritina puede subir como reactante de fase aguda. Aviso rama alta: Muy alta: obliga a diferenciar inflamación de sobrecarga férrica.,baja,baja
VM084,platelets_x10_3_uL,activacion_inmune,contextual_support,high,positive,positive,0.15,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=55. UMBRAL_ALTO: Solapa con inflamación; requiere patrón hematológico consistente. Fuerza=baja; Especificidad=baja. Trombocitosis reactiva puede acompañar activación inmune. Aviso rama alta: Muy altas: apoyo inespecífico.,baja,baja
VM085,hba1c_pct,estres_oxidativo,contextual_support,high,positive,positive,0.15,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=65. UMBRAL_ALTO: Proxy indirecto; mantener sensible solo si convergen varias anomalías. Fuerza=baja; Especificidad=baja. La glucación crónica se asocia con mayor estrés oxidativo. Aviso rama alta: Muy alta: añade soporte indirecto.,baja,baja
VM086,triglycerides_mg_dl,estres_oxidativo,contextual_support,high,positive,positive,0.15,direct_score,1,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=65. UMBRAL_ALTO: Proxy indirecto; mantener sensible solo si convergen varias anomalías. Fuerza=baja; Especificidad=baja. Dislipidemia y estrés oxidativo coexisten con frecuencia. Aviso rama alta: Muy altos: apoyo metabólico indirecto.,baja,baja
VM087,hdl_mg_dl,estres_oxidativo,contextual_support,low,positive,positive,0.15,direct_score,1,all,,1,"[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=65. UMBRAL_ALTO: Proxy indirecto; mantener sensible solo si convergen varias anomalías. Fuerza=baja; Especificidad=baja. HDL bajo puede acompañar menor protección antioxidante, de forma indirecta. Aviso rama baja: Muy bajo: apoyo débil.",baja,baja
VM088,hscrp_mg_l,estres_oxidativo,supporting_driver,high,positive,positive,0.33,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=65. UMBRAL_ALTO: Proxy indirecto; mantener sensible solo si convergen varias anomalías. Fuerza=media; Especificidad=baja. Inflamación y estrés oxidativo suelen viajar juntos. Aviso rama alta: Muy alta: refuerza estrés inflamatorio.,media,baja
VM089,ferritin_ng_ml,estres_oxidativo,contextual_support,high,positive,positive,0.15,direct_score,0,all,,1,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=65. UMBRAL_ALTO: Proxy indirecto; mantener sensible solo si convergen varias anomalías. Fuerza=baja; Especificidad=baja. Ferritina alta puede acompañar inflamación/oxidación, con gran confusión biológica. Aviso rama alta: Muy alta: apoyo indirecto, diferenciar de depósito de hierro.",baja,baja
VM090,alt_u_l,estres_oxidativo,contextual_support,high,positive,positive,0.15,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=65. UMBRAL_ALTO: Proxy indirecto; mantener sensible solo si convergen varias anomalías. Fuerza=baja; Especificidad=baja. ALT alta puede acompañar estrés hepatometabólico oxidativo. Aviso rama alta: Muy alta: priorizar también carga hepática.,baja,baja
VM091,ggt_u_l,estres_oxidativo,supporting_driver,high,positive,positive,0.33,direct_score,0,all,,1,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=65. UMBRAL_ALTO: Proxy indirecto; mantener sensible solo si convergen varias anomalías. Fuerza=media; Especificidad=baja. GGT alta se usa a veces como proxy de estrés oxidativo y carga hepática-metabólica. Aviso rama alta: Muy alta: apoya estrés oxidativo indirecto, pero también carga hepática.",media,baja
VM092,uric_acid_mg_dl,estres_oxidativo,contextual_support,low,positive,positive,0.15,direct_score,0,all,,1,"[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=65. UMBRAL_ALTO: Proxy indirecto; mantener sensible solo si convergen varias anomalías. Rama baja de asociación bidireccional. Fuerza=baja; Especificidad=baja. El urato tiene papel antioxidante y también puede elevarse en exceso oxidativo/metabólico; asociación ambigua. Aviso rama baja: Muy baja: interpretación difícil, poco específica.",baja,baja
VM093,uric_acid_mg_dl,estres_oxidativo,contextual_support,high,positive,positive,0.15,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=65. UMBRAL_ALTO: Proxy indirecto; mantener sensible solo si convergen varias anomalías. Rama alta de asociación bidireccional. Fuerza=baja; Especificidad=baja. El urato tiene papel antioxidante y también puede elevarse en exceso oxidativo/metabólico; asociación ambigua. Aviso rama alta: Muy alta: puede apoyar terreno oxidativo-metabólico.,baja,baja
VM094,hscrp_mg_l,permeabilidad_intestinal_inflamacion_baja,contextual_support,high,positive,positive,0.15,direct_score,0,all,,0,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=75. EXPERIMENTAL_DESACTIVADO: Sin marcadores directos (calprotectina, zonulina u otros). Demasiado inferencial para activarlo en runtime. Fuerza=baja; Especificidad=baja. Mecanismo incompleto sin calprotectina, zonulina u otros marcadores directos. Aviso rama alta: Muy alta: apoya inflamación sistémica no específica.",baja,baja
VM095,lymph_abs_x10_3_mm3,permeabilidad_intestinal_inflamacion_baja,contextual_support,low,positive,positive,0.15,direct_score,0,all,,0,"[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=75. EXPERIMENTAL_DESACTIVADO: Sin marcadores directos (calprotectina, zonulina u otros). Demasiado inferencial para activarlo en runtime. Rama baja de asociación bidireccional. Fuerza=baja; Especificidad=baja. Cambios linfocitarios pueden coexistir, pero sin valor localizador. Aviso rama baja: Muy baja: apoyo débil.",baja,baja
VM096,lymph_abs_x10_3_mm3,permeabilidad_intestinal_inflamacion_baja,contextual_support,high,positive,positive,0.15,direct_score,0,all,,0,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=75. EXPERIMENTAL_DESACTIVADO: Sin marcadores directos (calprotectina, zonulina u otros). Demasiado inferencial para activarlo en runtime. Rama alta de asociación bidireccional. Fuerza=baja; Especificidad=baja. Cambios linfocitarios pueden coexistir, pero sin valor localizador. Aviso rama alta: Muy alta: apoyo débil.",baja,baja
VM097,ferritin_ng_ml,permeabilidad_intestinal_inflamacion_baja,contextual_support,high,positive,positive,0.15,direct_score,0,all,,0,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=75. EXPERIMENTAL_DESACTIVADO: Sin marcadores directos (calprotectina, zonulina u otros). Demasiado inferencial para activarlo en runtime. Fuerza=baja; Especificidad=baja. Ferritina alta puede acompañar inflamación de bajo grado; no localiza origen. Aviso rama alta: Muy alta: obliga a separar inflamación de hierro.",baja,baja
VM098,albumin_g_dl,permeabilidad_intestinal_inflamacion_baja,contextual_support,low,positive,positive,0.15,direct_score,0,all,,0,"[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=75. EXPERIMENTAL_DESACTIVADO: Sin marcadores directos (calprotectina, zonulina u otros). Demasiado inferencial para activarlo en runtime. Fuerza=baja; Especificidad=baja. Albúmina baja puede coexistir en contextos inflamatorios/nutricionales; señal muy inespecífica. Aviso rama baja: Muy baja: apoyo débil e inespecífico.",baja,baja
VM099,hb_g_dl,deficit_hierro_eritropoyesis,primary_driver,low,positive,positive,0.86,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=alta; Especificidad=media. Hemoglobina baja refleja impacto eritropoyético del déficit si el proceso ya es suficiente. Aviso rama baja: Muy baja: aumenta prioridad clínica.,alta,media
VM100,hct_pct,deficit_hierro_eritropoyesis,supporting_driver,low,positive,positive,0.37,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=media; Especificidad=baja. Hematocrito bajo acompaña la anemia por déficit de hierro. Aviso rama baja: Muy baja: apoyo clínico al mecanismo.,media,baja
VM101,rbc_x10_6_mm3,deficit_hierro_eritropoyesis,supporting_driver,low,positive,positive,0.37,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=media; Especificidad=baja. Hematíes bajos pueden acompañar fases avanzadas. Aviso rama baja: Muy baja: apoyo clínico adicional.,media,baja
VM102,mcv_fl,deficit_hierro_eritropoyesis,primary_driver,low,positive,positive,0.86,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=alta; Especificidad=media. Microcitosis clásica de la ferropenia establecida. Aviso rama baja: Muy baja: refuerza mucho el mecanismo.,alta,media
VM103,rdw_pct,deficit_hierro_eritropoyesis,primary_driver,high,positive,positive,0.86,direct_score,0,all,,1,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=alta; Especificidad=media. RDW alto refleja anisocitosis típica de déficits nutricionales y ferropenia. Aviso rama alta: Muy alta: refuerza el mecanismo, aunque no es específica.",alta,media
VM104,ferritin_ng_ml,deficit_hierro_eritropoyesis,primary_driver,low,positive,positive,0.86,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=alta; Especificidad=media. Ferritina baja apoya déficit de hierro absoluto; puede falsearse al alza con inflamación. Aviso rama baja: Muy baja: refuerza fuertemente el mecanismo.,alta,media
VM105,iron_ug_dl,deficit_hierro_eritropoyesis,supporting_driver,low,positive,positive,0.37,direct_score,0,all,,1,"[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=media; Especificidad=baja. Hierro sérico bajo apoya el mecanismo, pero fluctúa mucho. Aviso rama baja: Muy bajo: suma soporte al déficit.",media,baja
VM106,transferrin_mg_dl,deficit_hierro_eritropoyesis,supporting_driver,high,positive,positive,0.48,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=media; Especificidad=media. Transferrina alta acompaña déficit de hierro. Aviso rama alta: Muy alta: refuerza el mecanismo.,media,media
VM107,transferrin_sat_pct,deficit_hierro_eritropoyesis,primary_driver,low,positive,positive,1.0,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=alta; Especificidad=alta. Saturación baja es de las señales más útiles del déficit funcional/absoluto. Aviso rama baja: Muy baja: refuerza fuertemente el mecanismo.,alta,alta
VM108,tibc_ug_dl,deficit_hierro_eritropoyesis,primary_driver,high,positive,positive,0.86,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=alta; Especificidad=media. TIBC alto apoya mayor capacidad de fijación por déficit. Aviso rama alta: Muy alta: refuerza ferropenia.,alta,media
VM109,platelets_x10_3_uL,deficit_hierro_eritropoyesis,contextual_support,high,positive,positive,0.17,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=baja; Especificidad=baja. Puede haber trombocitosis reactiva en ferropenia. Aviso rama alta: Muy altas: apoyo débil/inespecífico.,baja,baja
VM110,ferritin_ng_ml,sobrecarga_ferrica,primary_driver,high,positive,positive,0.86,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=alta; Especificidad=media. Ferritina alta es central pero no distingue bien depósito de fase aguda. Aviso rama alta: Muy alta: obliga a separar depósito de inflamación.,alta,media
VM111,iron_ug_dl,sobrecarga_ferrica,supporting_driver,high,positive,positive,0.48,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=media; Especificidad=media. Hierro sérico alto apoya el mecanismo si es persistente. Aviso rama alta: Muy alto: lo refuerza.,media,media
VM112,transferrin_mg_dl,sobrecarga_ferrica,supporting_driver,low,positive,positive,0.48,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=media; Especificidad=media. Transferrina baja puede acompañar exceso de hierro o inflamación. Aviso rama baja: Muy baja: apoya débilmente el mecanismo.,media,media
VM113,transferrin_sat_pct,sobrecarga_ferrica,primary_driver,high,positive,positive,1.0,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=alta; Especificidad=alta. Saturación alta aumenta mucho la probabilidad de exceso de hierro biodisponible. Aviso rama alta: Muy alta: refuerza claramente el mecanismo.,alta,alta
VM114,tibc_ug_dl,sobrecarga_ferrica,supporting_driver,low,positive,positive,0.48,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=media; Especificidad=media. TIBC bajo acompaña menor necesidad de transporte en sobrecarga. Aviso rama baja: Muy bajo: apoya el mecanismo.,media,media
VM115,alt_u_l,sobrecarga_ferrica,contextual_support,high,positive,positive,0.17,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=baja; Especificidad=baja. Las enzimas hepáticas pueden subir si hay afectación hepática por hierro. Aviso rama alta: Muy alta: revisar carga hepática asociada.,baja,baja
VM116,ast_u_l,sobrecarga_ferrica,contextual_support,high,positive,positive,0.17,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=baja; Especificidad=baja. AST puede acompañar afectación hepática. Aviso rama alta: Muy alta: revisar hígado u otras causas.,baja,baja
VM117,ggt_u_l,sobrecarga_ferrica,contextual_support,high,positive,positive,0.17,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=baja; Especificidad=baja. GGT alta puede coexistir en afectación hepatobiliar/metabólica. Aviso rama alta: Muy alta: añadir interpretación hepática.,baja,baja
VM118,hb_g_dl,eje_b12_folato,supporting_driver,low,positive,positive,0.37,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=media; Especificidad=baja. Hemoglobina baja puede aparecer en fases con repercusión eritropoyética. Aviso rama baja: Muy baja: aumenta prioridad clínica.,media,baja
VM119,hct_pct,eje_b12_folato,contextual_support,low,positive,positive,0.17,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=baja; Especificidad=baja. Hematocrito bajo acompaña la anemia. Aviso rama baja: Muy baja: apoyo clínico.,baja,baja
VM120,rbc_x10_6_mm3,eje_b12_folato,contextual_support,low,positive,positive,0.17,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=baja; Especificidad=baja. Hematíes bajos pueden acompañar fases avanzadas. Aviso rama baja: Muy baja: apoyo adicional.,baja,baja
VM121,mcv_fl,eje_b12_folato,supporting_driver,high,positive,positive,0.48,direct_score,0,all,,1,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=media; Especificidad=media. Macrocitosis apoya déficit vitamínico establecido. Aviso rama alta: Muy alta: refuerza déficit B12/folato, alcohol o hepatopatía.",media,media
VM122,rdw_pct,eje_b12_folato,supporting_driver,high,positive,positive,0.37,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=media; Especificidad=baja. RDW alto acompaña alteración madurativa hematológica. Aviso rama alta: Muy alta: apoyo inespecífico.,media,baja
VM123,vitb12_pg_ml,eje_b12_folato,primary_driver,low,positive,positive,1.0,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=alta; Especificidad=alta. B12 baja es la señal directa principal del eje. Aviso rama baja: Muy baja: refuerza claramente el mecanismo.,alta,alta
VM124,folate_ng_ml,eje_b12_folato,primary_driver,low,positive,positive,1.0,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=alta; Especificidad=alta. Folato bajo es señal directa principal del eje. Aviso rama baja: Muy baja: refuerza claramente el mecanismo.,alta,alta
VM125,mcv_fl,alteracion_metabolismo_folato_b12_homocisteina,supporting_driver,high,positive,positive,0.44,direct_score,0,all,,1,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=55. UMBRAL_ALTO: Más amplio que eje B12/folato, pero incompleto sin homocisteína real. Fuerza=media; Especificidad=media. Macrocitosis da soporte hematimétrico indirecto. Aviso rama alta: Muy alta: refuerza eje B12/folato aunque no lo confirma.",media,media
VM126,rdw_pct,alteracion_metabolismo_folato_b12_homocisteina,supporting_driver,high,positive,positive,0.33,direct_score,0,all,,1,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=55. UMBRAL_ALTO: Más amplio que eje B12/folato, pero incompleto sin homocisteína real. Fuerza=media; Especificidad=baja. RDW alto acompaña alteraciones madurativas. Aviso rama alta: Muy alta: apoyo inespecífico.",media,baja
VM127,vitb12_pg_ml,alteracion_metabolismo_folato_b12_homocisteina,primary_driver,low,positive,positive,0.95,direct_score,0,all,,1,"[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=55. UMBRAL_ALTO: Más amplio que eje B12/folato, pero incompleto sin homocisteína real. Fuerza=alta; Especificidad=alta. B12 baja apoya alteración del eje metilación. Aviso rama baja: Muy baja: refuerza el mecanismo.",alta,alta
VM128,folate_ng_ml,alteracion_metabolismo_folato_b12_homocisteina,primary_driver,low,positive,positive,0.95,direct_score,0,all,,1,"[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=55. UMBRAL_ALTO: Más amplio que eje B12/folato, pero incompleto sin homocisteína real. Fuerza=alta; Especificidad=alta. Folato bajo apoya alteración del eje metilación. Aviso rama baja: Muy baja: refuerza el mecanismo.",alta,alta
VM129,creatinine_mg_dl,alteracion_metabolismo_folato_b12_homocisteina,contextual_support,high,positive,positive,0.15,direct_score,0,all,,1,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=55. UMBRAL_ALTO: Más amplio que eje B12/folato, pero incompleto sin homocisteína real. Fuerza=baja; Especificidad=baja. La función renal condiciona homocisteína; útil como modulador, no como señal primaria. Aviso rama alta: Muy alta: interpretar con cautela por confusión renal.",baja,baja
VM130,egfr_ml_min_1_73m2,alteracion_metabolismo_folato_b12_homocisteina,contextual_support,low,positive,positive,0.15,direct_score,0,all,,1,"[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=55. UMBRAL_ALTO: Más amplio que eje B12/folato, pero incompleto sin homocisteína real. Fuerza=baja; Especificidad=baja. Menor filtrado puede elevar homocisteína independientemente del eje vitamínico. Aviso rama baja: Muy baja: mucha cautela en la inferencia.",baja,baja
VM131,albumin_g_dl,alteracion_metabolismo_folato_b12_homocisteina,contextual_support,low,positive,positive,0.15,direct_score,0,all,,1,"[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=55. UMBRAL_ALTO: Más amplio que eje B12/folato, pero incompleto sin homocisteína real. Fuerza=baja; Especificidad=baja. Malnutrición/globalidad nutricional puede acompañar el eje alterado. Aviso rama baja: Muy baja: apoyo nutricional débil.",baja,baja
VM132,tsh_mIU_l,alteracion_metabolismo_folato_b12_homocisteina,contextual_support,high,positive,positive,0.15,direct_score,0,all,,1,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=55. UMBRAL_ALTO: Más amplio que eje B12/folato, pero incompleto sin homocisteína real. Fuerza=baja; Especificidad=baja. Hipotiroidismo puede modular homocisteína; apoyo contextual, no central. Aviso rama alta: Muy alta: revisar confusión tiroidea.",baja,baja
VM133,chol_total_mg_dl,deficit_proteico_catabolismo,contextual_support,low,positive,positive,0.17,direct_score,1,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=baja; Especificidad=baja. Colesterol total bajo puede acompañar ingesta reducida o enfermedad sistémica. Aviso rama baja: Muy baja: apoya contexto catabólico/nutricional.,baja,baja
VM134,lymph_abs_x10_3_mm3,deficit_proteico_catabolismo,contextual_support,low,positive,positive,0.17,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=baja; Especificidad=baja. Linfopenia puede acompañar estrés catabólico o desnutrición. Aviso rama baja: Muy baja: apoyo indirecto.,baja,baja
VM135,hb_g_dl,deficit_proteico_catabolismo,contextual_support,low,positive,positive,0.17,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=baja; Especificidad=baja. Hemoglobina baja puede coexistir en desnutrición o enfermedad crónica. Aviso rama baja: Muy baja: añade prioridad clínica.,baja,baja
VM136,creatinine_mg_dl,deficit_proteico_catabolismo,supporting_driver,low,positive,positive,0.37,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=media; Especificidad=baja. Creatinina baja puede reflejar menor masa muscular/reserva proteica. Aviso rama baja: Muy baja: refuerza baja masa magra.,media,baja
VM137,urea_mg_dl,deficit_proteico_catabolismo,supporting_driver,low,positive,positive,0.32,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=50. Rama baja de asociación bidireccional. Fuerza=media; Especificidad=baja. Urea alta puede reflejar catabolismo/carga proteica/deshidratación; baja puede sugerir baja ingesta o síntesis reducida. Aviso rama baja: Muy baja: apoya baja disponibilidad proteica o síntesis reducida.,media,baja
VM138,urea_mg_dl,deficit_proteico_catabolismo,supporting_driver,high,positive,positive,0.32,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=50. Rama alta de asociación bidireccional. Fuerza=media; Especificidad=baja. Urea alta puede reflejar catabolismo/carga proteica/deshidratación; baja puede sugerir baja ingesta o síntesis reducida. Aviso rama alta: Muy alta: apoya catabolismo o contracción de volumen.,media,baja
VM139,bmi_kg_m2,deficit_proteico_catabolismo,supporting_driver,low,positive,positive,0.37,direct_score,0,all,,1,"[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=media; Especificidad=baja. BMI bajo apoya déficit energético/proteico, con baja especificidad. Aviso rama baja: Muy baja: refuerza el mecanismo.",media,baja
VM140,albumin_g_dl,deficit_proteico_catabolismo,primary_driver,low,positive,positive,0.86,direct_score,0,all,,1,"[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=alta; Especificidad=media. Albúmina baja es una de las mejores señales operativas de baja síntesis, pérdidas o inflamación; interpretar con contexto. Aviso rama baja: Muy baja: aumenta prioridad de déficit proteico/pérdidas/inflamación.",alta,media
VM141,insulin_uIU_ml,carga_hepatica,contextual_support,high,positive,positive,0.17,direct_score,1,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=baja; Especificidad=baja. La hiperinsulinemia apoya el contexto metabólico de carga hepática. Aviso rama alta: Muy alta: refuerza terreno metabólico.,baja,baja
VM142,triglycerides_mg_dl,carga_hepatica,contextual_support,high,positive,positive,0.17,direct_score,1,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=baja; Especificidad=baja. TG altos pueden acompañar hígado graso metabólico. Aviso rama alta: Muy altos: refuerzan contexto metabólico hepático.,baja,baja
VM143,ferritin_ng_ml,carga_hepatica,contextual_support,high,positive,positive,0.17,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=baja; Especificidad=baja. Ferritina alta puede acompañar hígado graso e inflamación hepática. Aviso rama alta: Muy alta: separar inflamación de hierro/NAFLD.,baja,baja
VM144,alt_u_l,carga_hepatica,primary_driver,high,positive,positive,0.86,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=alta; Especificidad=media. ALT alta es la señal principal de estrés hepatocelular. Aviso rama alta: Muy alta: prioriza carga hepática.,alta,media
