rule_id,variable_key,mechanism_id,role,activation_mode,effect_direction,weight,severity_mode,requires_fasting,sex_scope,context_gate,is_enabled,notes
VM102,mcv_fl,deficit_hierro_eritropoyesis,primary_driver,low_is_worse,positive,0.85,threshold,0,all,none,1,Fuerza=alta; Especificidad=media. Microcitosis clásica de la ferropenia establecida. Aviso rama baja: Muy baja: refuerza mucho el mecanismo.
VM103,rdw_pct,deficit_hierro_eritropoyesis,primary_driver,high_is_worse,positive,0.85,threshold,0,all,none,1,"Fuerza=alta; Especificidad=media. RDW alto refleja anisocitosis típica de déficits nutricionales y ferropenia. Aviso rama alta: Muy alta: refuerza el mecanismo, aunque no es específica."
VM104,ferritin_ng_ml,deficit_hierro_eritropoyesis,primary_driver,low_is_worse,positive,0.85,threshold,0,all,none,1,Fuerza=alta; Especificidad=media. Ferritina baja apoya déficit de hierro absoluto; puede falsearse al alza con inflamación. Aviso rama baja: Muy baja: refuerza fuertemente el mecanismo.
VM105,iron_ug_dl,deficit_hierro_eritropoyesis,supporting_driver,low_is_worse,positive,0.50,linear,0,all,none,1,"Fuerza=media; Especificidad=baja. Hierro sérico bajo apoya el mecanismo, pero fluctúa mucho. Aviso rama baja: Muy bajo: suma soporte al déficit."
VM106,transferrin_mg_dl,deficit_hierro_eritropoyesis,supporting_driver,high_is_worse,positive,0.60,linear,0,all,none,1,Fuerza=media; Especificidad=media. Transferrina alta acompaña déficit de hierro. Aviso rama alta: Muy alta: refuerza el mecanismo.
VM107,transferrin_sat_pct,deficit_hierro_eritropoyesis,primary_driver,low_is_worse,positive,0.95,threshold,0,all,none,1,Fuerza=alta; Especificidad=alta. Saturación baja es de las señales más útiles del déficit funcional/absoluto. Aviso rama baja: Muy baja: refuerza fuertemente el mecanismo.
VM108,tibc_ug_dl,deficit_hierro_eritropoyesis,primary_driver,high_is_worse,positive,0.85,threshold,0,all,none,1,Fuerza=alta; Especificidad=media. TIBC alto apoya mayor capacidad de fijación por déficit. Aviso rama alta: Muy alta: refuerza ferropenia.
VM109,platelets_x10_3_uL,deficit_hierro_eritropoyesis,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Puede haber trombocitosis reactiva en ferropenia. Aviso rama alta: Muy altas: apoyo débil/inespecífico.
VM110,ferritin_ng_ml,sobrecarga_ferrica,primary_driver,high_is_worse,positive,0.85,threshold,0,all,none,1,Fuerza=alta; Especificidad=media. Ferritina alta es central pero no distingue bien depósito de fase aguda. Aviso rama alta: Muy alta: obliga a separar depósito de inflamación.
VM111,iron_ug_dl,sobrecarga_ferrica,supporting_driver,high_is_worse,positive,0.60,linear,0,all,none,1,Fuerza=media; Especificidad=media. Hierro sérico alto apoya el mecanismo si es persistente. Aviso rama alta: Muy alto: lo refuerza.
VM112,transferrin_mg_dl,sobrecarga_ferrica,supporting_driver,low_is_worse,positive,0.60,linear,0,all,none,1,Fuerza=media; Especificidad=media. Transferrina baja puede acompañar exceso de hierro o inflamación. Aviso rama baja: Muy baja: apoya débilmente el mecanismo.
VM113,transferrin_sat_pct,sobrecarga_ferrica,primary_driver,high_is_worse,positive,0.95,threshold,0,all,none,1,Fuerza=alta; Especificidad=alta. Saturación alta aumenta mucho la probabilidad de exceso de hierro biodisponible. Aviso rama alta: Muy alta: refuerza claramente el mecanismo.
VM114,tibc_ug_dl,sobrecarga_ferrica,supporting_driver,low_is_worse,positive,0.60,linear,0,all,none,1,Fuerza=media; Especificidad=media. TIBC bajo acompaña menor necesidad de transporte en sobrecarga. Aviso rama baja: Muy bajo: apoya el mecanismo.
VM115,alt_u_l,sobrecarga_ferrica,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Las enzimas hepáticas pueden subir si hay afectación hepática por hierro. Aviso rama alta: Muy alta: revisar carga hepática asociada.
VM116,ast_u_l,sobrecarga_ferrica,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. AST puede acompañar afectación hepática. Aviso rama alta: Muy alta: revisar hígado u otras causas.
VM117,ggt_u_l,sobrecarga_ferrica,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. GGT alta puede coexistir en afectación hepatobiliar/metabólica. Aviso rama alta: Muy alta: añadir interpretación hepática.
VM118,hb_g_dl,eje_b12_folato,supporting_driver,low_is_worse,positive,0.50,linear,0,all,none,1,Fuerza=media; Especificidad=baja. Hemoglobina baja puede aparecer en fases con repercusión eritropoyética. Aviso rama baja: Muy baja: aumenta prioridad clínica.
VM119,hct_pct,eje_b12_folato,contextual_support,low_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Hematocrito bajo acompaña la anemia. Aviso rama baja: Muy baja: apoyo clínico.
VM120,rbc_x10_6_mm3,eje_b12_folato,contextual_support,low_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Hematíes bajos pueden acompañar fases avanzadas. Aviso rama baja: Muy baja: apoyo adicional.
VM121,mcv_fl,eje_b12_folato,supporting_driver,high_is_worse,positive,0.60,linear,0,all,none,1,"Fuerza=media; Especificidad=media. Macrocitosis apoya déficit vitamínico establecido. Aviso rama alta: Muy alta: refuerza déficit B12/folato, alcohol o hepatopatía."
VM122,rdw_pct,eje_b12_folato,supporting_driver,high_is_worse,positive,0.50,linear,0,all,none,1,Fuerza=media; Especificidad=baja. RDW alto acompaña alteración madurativa hematológica. Aviso rama alta: Muy alta: apoyo inespecífico.
VM123,vitb12_pg_ml,eje_b12_folato,primary_driver,low_is_worse,positive,0.95,threshold,0,all,none,1,Fuerza=alta; Especificidad=alta. B12 baja es la señal directa principal del eje. Aviso rama baja: Muy baja: refuerza claramente el mecanismo.
VM124,folate_ng_ml,eje_b12_folato,primary_driver,low_is_worse,positive,0.95,threshold,0,all,none,1,Fuerza=alta; Especificidad=alta. Folato bajo es señal directa principal del eje. Aviso rama baja: Muy baja: refuerza claramente el mecanismo.
VM125,mcv_fl,alteracion_metabolismo_folato_b12_homocisteina,supporting_driver,high_is_worse,positive,0.60,linear,0,all,none,1,Fuerza=media; Especificidad=media. Macrocitosis da soporte hematimétrico indirecto. Aviso rama alta: Muy alta: refuerza eje B12/folato aunque no lo confirma.
VM126,rdw_pct,alteracion_metabolismo_folato_b12_homocisteina,supporting_driver,high_is_worse,positive,0.50,linear,0,all,none,1,Fuerza=media; Especificidad=baja. RDW alto acompaña alteraciones madurativas. Aviso rama alta: Muy alta: apoyo inespecífico.
VM127,vitb12_pg_ml,alteracion_metabolismo_folato_b12_homocisteina,primary_driver,low_is_worse,positive,0.95,threshold,0,all,none,1,Fuerza=alta; Especificidad=alta. B12 baja apoya alteración del eje metilación. Aviso rama baja: Muy baja: refuerza el mecanismo.
VM128,folate_ng_ml,alteracion_metabolismo_folato_b12_homocisteina,primary_driver,low_is_worse,positive,0.95,threshold,0,all,none,1,Fuerza=alta; Especificidad=alta. Folato bajo apoya alteración del eje metilación. Aviso rama baja: Muy baja: refuerza el mecanismo.
VM129,creatinine_mg_dl,alteracion_metabolismo_folato_b12_homocisteina,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,"Fuerza=baja; Especificidad=baja. La función renal condiciona homocisteína; útil como modulador, no como señal primaria. Aviso rama alta: Muy alta: interpretar con cautela por confusión renal."
VM130,egfr_ml_min_1_73m2,alteracion_metabolismo_folato_b12_homocisteina,contextual_support,low_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Menor filtrado puede elevar homocisteína independientemente del eje vitamínico. Aviso rama baja: Muy baja: mucha cautela en la inferencia.
VM131,albumin_g_dl,alteracion_metabolismo_folato_b12_homocisteina,contextual_support,low_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Malnutrición/globalidad nutricional puede acompañar el eje alterado. Aviso rama baja: Muy baja: apoyo nutricional débil.
VM132,tsh_mIU_l,alteracion_metabolismo_folato_b12_homocisteina,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,"Fuerza=baja; Especificidad=baja. Hipotiroidismo puede modular homocisteína; apoyo contextual, no central. Aviso rama alta: Muy alta: revisar confusión tiroidea."
VM133,chol_total_mg_dl,deficit_proteico_catabolismo,contextual_support,low_is_worse,positive,0.25,linear,1,all,none,1,Fuerza=baja; Especificidad=baja. Colesterol total bajo puede acompañar ingesta reducida o enfermedad sistémica. Aviso rama baja: Muy baja: apoya contexto catabólico/nutricional.
VM134,lymph_abs_x10_3_mm3,deficit_proteico_catabolismo,contextual_support,low_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Linfopenia puede acompañar estrés catabólico o desnutrición. Aviso rama baja: Muy baja: apoyo indirecto.
VM135,hb_g_dl,deficit_proteico_catabolismo,contextual_support,low_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Hemoglobina baja puede coexistir en desnutrición o enfermedad crónica. Aviso rama baja: Muy baja: añade prioridad clínica.
VM136,creatinine_mg_dl,deficit_proteico_catabolismo,supporting_driver,low_is_worse,positive,0.50,linear,0,all,none,1,Fuerza=media; Especificidad=baja. Creatinina baja puede reflejar menor masa muscular/reserva proteica. Aviso rama baja: Muy baja: refuerza baja masa magra.
VM137,urea_mg_dl,deficit_proteico_catabolismo,supporting_driver,low_is_worse,positive,0.45,linear,0,all,none,1,Rama baja de asociación bidireccional. Fuerza=media; Especificidad=baja. Urea alta puede reflejar catabolismo/carga proteica/deshidratación; baja puede sugerir baja ingesta o síntesis reducida. Aviso rama baja: Muy baja: apoya baja disponibilidad proteica o síntesis reducida.
VM138,urea_mg_dl,deficit_proteico_catabolismo,supporting_driver,high_is_worse,positive,0.50,linear,0,all,none,1,Rama alta de asociación bidireccional. Fuerza=media; Especificidad=baja. Urea alta puede reflejar catabolismo/carga proteica/deshidratación; baja puede sugerir baja ingesta o síntesis reducida. Aviso rama alta: Muy alta: apoya catabolismo o contracción de volumen.
VM139,bmi_kg_m2,deficit_proteico_catabolismo,supporting_driver,low_is_worse,positive,0.50,linear,0,all,none,1,"Fuerza=media; Especificidad=baja. BMI bajo apoya déficit energético/proteico, con baja especificidad. Aviso rama baja: Muy baja: refuerza el mecanismo."
VM140,albumin_g_dl,deficit_proteico_catabolismo,primary_driver,low_is_worse,positive,0.85,threshold,0,all,none,1,"Fuerza=alta; Especificidad=media. Albúmina baja es una de las mejores señales operativas de baja síntesis, pérdidas o inflamación; interpretar con contexto. Aviso rama baja: Muy baja: aumenta prioridad de déficit proteico/pérdidas/inflamación."
VM141,insulin_uIU_ml,carga_hepatica,contextual_support,high_is_worse,positive,0.25,linear,1,all,none,1,Fuerza=baja; Especificidad=baja. La hiperinsulinemia apoya el contexto metabólico de carga hepática. Aviso rama alta: Muy alta: refuerza terreno metabólico.
VM142,triglycerides_mg_dl,carga_hepatica,contextual_support,high_is_worse,positive,0.25,linear,1,all,none,1,Fuerza=baja; Especificidad=baja. TG altos pueden acompañar hígado graso metabólico. Aviso rama alta: Muy altos: refuerzan contexto metabólico hepático.
VM143,ferritin_ng_ml,carga_hepatica,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Ferritina alta puede acompañar hígado graso e inflamación hepática. Aviso rama alta: Muy alta: separar inflamación de hierro/NAFLD.
VM144,alt_u_l,carga_hepatica,primary_driver,high_is_worse,positive,0.85,threshold,0,all,none,1,Fuerza=alta; Especificidad=media. ALT alta es la señal principal de estrés hepatocelular. Aviso rama alta: Muy alta: prioriza carga hepática.
VM145,ast_u_l,carga_hepatica,supporting_driver,high_is_worse,positive,0.75,linear,0,all,none,1,Fuerza=alta; Especificidad=baja. AST alta apoya lesión tisular/hepática pero es menos específica. Aviso rama alta: Muy alta: obliga a revisar hígado y músculo.
VM146,ggt_u_l,carga_hepatica,supporting_driver,high_is_worse,positive,0.50,linear,0,all,none,1,Fuerza=media; Especificidad=baja. GGT alta acompaña carga hepatometabólica y/o colestásica. Aviso rama alta: Muy alta: refuerza componente hepático y/o hepatobiliar.
VM147,bilirubin_total_mg_dl,carga_hepatica,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,"Fuerza=baja; Especificidad=baja. Bilirrubina alta puede aparecer en hepatopatía, hemólisis o colestasis; no es específica. Aviso rama alta: Muy alta: revisar componente hepatobiliar/hemólisis."
VM148,albumin_g_dl,carga_hepatica,supporting_driver,low_is_worse,positive,0.60,linear,0,all,none,1,Fuerza=media; Especificidad=media. Albúmina baja puede sugerir menor reserva sintética crónica. Aviso rama baja: Muy baja: añade peso a disfunción hepática crónica o inflamación/pérdidas.
VM149,alt_u_l,componente_hepatobiliar,supporting_driver,high_is_worse,positive,0.50,linear,0,all,none,1,Fuerza=media; Especificidad=baja. ALT puede elevarse si coexiste componente hepatocelular. Aviso rama alta: Muy alta: añadir lectura de carga hepática.
VM150,ast_u_l,componente_hepatobiliar,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. AST añade apoyo débil. Aviso rama alta: Muy alta: revisar mezcla hepático-muscular.
VM151,ggt_u_l,componente_hepatobiliar,primary_driver,high_is_worse,positive,0.85,threshold,0,all,none,1,Fuerza=alta; Especificidad=media. GGT alta es uno de los apoyos más útiles del componente hepatobiliar. Aviso rama alta: Muy alta: refuerza componente colestásico/hepatobiliar.
VM152,alp_u_l,componente_hepatobiliar,primary_driver,high_is_worse,positive,0.85,threshold,0,all,none,1,"Fuerza=alta; Especificidad=media. ALP alta apoya colestasis o componente biliar, con necesidad de contexto óseo. Aviso rama alta: Muy alta: refuerza mucho el componente hepatobiliar."
VM153,bilirubin_total_mg_dl,componente_hepatobiliar,primary_driver,high_is_worse,positive,0.85,threshold,0,all,none,1,Fuerza=alta; Especificidad=media. Bilirrubina alta apoya colestasis o alteración excretora/hepática. Aviso rama alta: Muy alta: priorizar estudio hepatobiliar y hemólisis.
VM154,hb_g_dl,seguridad_renal,contextual_support,low_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Anemia puede acompañar enfermedad renal crónica. Aviso rama baja: Muy baja: apoyo débil a cronicidad.
VM155,creatinine_mg_dl,seguridad_renal,primary_driver,high_is_worse,positive,0.85,threshold,0,all,none,1,"Fuerza=alta; Especificidad=media. Creatinina alta es eje clásico de vigilancia renal, con sesgo por masa muscular. Aviso rama alta: Muy alta: priorizar seguridad renal."
VM156,egfr_ml_min_1_73m2,seguridad_renal,primary_driver,low_is_worse,positive,0.95,threshold,0,all,none,1,Fuerza=alta; Especificidad=alta. eGFR bajo es la mejor síntesis funcional del filtrado. Aviso rama baja: Muy baja: aumenta mucho la prioridad clínica.
VM157,uric_acid_mg_dl,seguridad_renal,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Urato alto puede acompañar menor excreción renal. Aviso rama alta: Muy alta: añadir componente renal/metabólico.
VM158,urea_mg_dl,seguridad_renal,supporting_driver,high_is_worse,positive,0.50,linear,0,all,none,1,"Fuerza=media; Especificidad=baja. Urea alta apoya deterioro renal o contracción de volumen, pero es menos específica. Aviso rama alta: Muy alta: revisar riñón, catabolismo y volumen."
VM159,uacr_mg_g,seguridad_renal,primary_driver,high_is_worse,positive,0.95,threshold,0,all,none,1,Fuerza=alta; Especificidad=alta. UACR alto señala daño renal/glomerular subclínico o establecido. Aviso rama alta: Muy alta: priorizar daño renal incluso con eGFR preservado.
VM160,albumin_g_dl,seguridad_renal,contextual_support,low_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Albúmina baja puede aparecer con pérdidas renales o inflamación. Aviso rama baja: Muy baja: revisar pérdidas/oncótica.
VM161,hb_g_dl,deshidratacion_hemoconcentracion,supporting_driver,high_is_worse,positive,0.50,linear,0,all,none,1,Fuerza=media; Especificidad=baja. Hemoglobina alta puede acompañar hemoconcentración. Aviso rama alta: Muy alta: apoyo moderado.
VM162,hct_pct,deshidratacion_hemoconcentracion,primary_driver,high_is_worse,positive,0.85,threshold,0,all,none,1,Fuerza=alta; Especificidad=media. Hematocrito alto apoya hemoconcentración. Aviso rama alta: Muy alta: refuerza mucho el mecanismo.
VM163,rbc_x10_6_mm3,deshidratacion_hemoconcentracion,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,"Fuerza=baja; Especificidad=baja. Hematíes altos apoyan hemoconcentración, con baja especificidad. Aviso rama alta: Muy altos: apoyo débil."
VM164,creatinine_mg_dl,deshidratacion_hemoconcentracion,supporting_driver,high_is_worse,positive,0.50,linear,0,all,none,1,Fuerza=media; Especificidad=baja. Creatinina puede subir por prerrenalidad/hemoconcentración. Aviso rama alta: Muy alta: revisar componente prerrenal/renal.
VM165,uric_acid_mg_dl,deshidratacion_hemoconcentracion,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Urato puede elevarse con contracción de volumen. Aviso rama alta: Muy alta: apoyo indirecto.
VM166,urea_mg_dl,deshidratacion_hemoconcentracion,primary_driver,high_is_worse,positive,0.85,threshold,0,all,none,1,"Fuerza=alta; Especificidad=media. Urea alta es útil como señal de contracción de volumen, si no hay gran carga catabólica. Aviso rama alta: Muy alta: refuerza hemoconcentración/deshidratación."
VM167,albumin_g_dl,deshidratacion_hemoconcentracion,supporting_driver,high_is_worse,positive,0.50,linear,0,all,none,1,Fuerza=media; Especificidad=baja. Albúmina alta puede acompañar contracción de volumen. Aviso rama alta: Muy alta: apoya hemoconcentración.
VM168,hb_g_dl,retencion_hidrosalina,contextual_support,low_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Hemoglobina baja puede acompañar hemodilución. Aviso rama baja: Muy baja: apoyo débil al mecanismo.
VM169,hct_pct,retencion_hidrosalina,supporting_driver,low_is_worse,positive,0.50,linear,0,all,none,1,Fuerza=media; Especificidad=baja. Hematocrito bajo puede reflejar hemodilución. Aviso rama baja: Muy baja: refuerza hemodilución.
VM170,creatinine_mg_dl,retencion_hidrosalina,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Creatinina alta puede acompañar retención de origen renal. Aviso rama alta: Muy alta: revisar riñón.
VM171,egfr_ml_min_1_73m2,retencion_hidrosalina,contextual_support,low_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Menor filtrado puede favorecer retención. Aviso rama baja: Muy baja: apoya origen renal.
VM172,bmi_kg_m2,retencion_hidrosalina,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. BMI alto puede incluir componente de volumen pero es muy inespecífico. Aviso rama alta: Muy alto: apoyo muy débil.
VM173,uacr_mg_g,retencion_hidrosalina,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Albuminuria puede coexistir si hay base renal/proteica del edema. Aviso rama alta: Muy alta: revisar riñón como origen.
VM174,albumin_g_dl,retencion_hidrosalina,supporting_driver,low_is_worse,positive,0.50,linear,0,all,none,1,Fuerza=media; Especificidad=baja. Albúmina baja puede favorecer edema por menor presión oncótica. Aviso rama baja: Muy baja: refuerza posible retención/tercer espacio.
VM175,insulin_uIU_ml,resistencia_leptinica_saciedad,supporting_driver,high_is_worse,positive,0.50,linear,1,all,none,1,Fuerza=media; Especificidad=baja. La hiperinsulinemia suele coexistir en este fenotipo. Aviso rama alta: Muy alta: refuerza el fenotipo metabólico.
VM176,triglycerides_mg_dl,resistencia_leptinica_saciedad,supporting_driver,high_is_worse,positive,0.50,linear,1,all,none,1,Fuerza=media; Especificidad=baja. TG altos acompañan con frecuencia el terreno de señalización leptínica ineficiente. Aviso rama alta: Muy altos: apoyo indirecto.
VM177,hdl_mg_dl,resistencia_leptinica_saciedad,supporting_driver,low_is_worse,positive,0.50,linear,1,all,none,1,Fuerza=media; Especificidad=baja. HDL bajo acompaña el patrón metabólico asociado. Aviso rama baja: Muy bajo: apoya el mecanismo.
VM178,hscrp_mg_l,resistencia_leptinica_saciedad,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Inflamación de bajo grado puede acompañar adiposidad y señal leptínica alterada. Aviso rama alta: Muy alta: apoyo indirecto.
VM179,bmi_kg_m2,resistencia_leptinica_saciedad,supporting_driver,high_is_worse,positive,0.75,linear,0,all,none,1,"Fuerza=alta; Especificidad=baja. BMI alto apoya adiposidad global, con baja especificidad. Aviso rama alta: Muy alto: refuerza el mecanismo pero sin especificidad."
VM180,waist_cm,resistencia_leptinica_saciedad,primary_driver,high_is_worse,positive,0.85,threshold,0,all,none,1,Fuerza=alta; Especificidad=media. La adiposidad central es la mejor pista indirecta del mecanismo en ausencia de leptina. Aviso rama alta: Muy alta: refuerza fuertemente resistencia leptínica/saciedad alterada.
VM181,triglycerides_mg_dl,disfuncion_tiroidea_periferica,contextual_support,high_is_worse,positive,0.25,linear,1,all,none,1,Fuerza=baja; Especificidad=baja. TG altos pueden coexistir en hipotiroidismo. Aviso rama alta: Muy altos: apoyo débil.
VM182,ldl_mg_dl,disfuncion_tiroidea_periferica,supporting_driver,high_is_worse,positive,0.50,linear,1,all,none,1,Fuerza=media; Especificidad=baja. LDL alto acompaña con frecuencia hipotiroidismo. Aviso rama alta: Muy alto: apoyo metabólico a hipofunción.
VM183,chol_total_mg_dl,disfuncion_tiroidea_periferica,supporting_driver,high_is_worse,positive,0.50,linear,1,all,none,1,Fuerza=media; Especificidad=baja. Colesterol total alto puede acompañar hipotiroidismo. Aviso rama alta: Muy alto: apoyo metabólico a hipofunción.
VM184,bmi_kg_m2,disfuncion_tiroidea_periferica,contextual_support,low_is_worse,positive,0.20,linear,0,all,none,1,"Rama baja de asociación bidireccional. Fuerza=baja; Especificidad=baja. El peso puede ir en ambas direcciones, con baja especificidad. Aviso rama baja: Muy bajo: apoyo débil a hiperfunción o baja reserva."
VM185,bmi_kg_m2,disfuncion_tiroidea_periferica,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,"Rama alta de asociación bidireccional. Fuerza=baja; Especificidad=baja. El peso puede ir en ambas direcciones, con baja especificidad. Aviso rama alta: Muy alto: apoyo débil a hipofunción."
VM186,tsh_mIU_l,disfuncion_tiroidea_periferica,primary_driver,low_is_worse,positive,0.90,threshold,0,all,none,1,Rama baja de asociación bidireccional. Fuerza=alta; Especificidad=alta. TSH alta o muy baja es central para detectar disfunción tiroidea operativa. Aviso rama baja: Muy baja: sugiere eje hiperfuncionante/represión.
VM187,tsh_mIU_l,disfuncion_tiroidea_periferica,primary_driver,high_is_worse,positive,0.95,threshold,0,all,none,1,Rama alta de asociación bidireccional. Fuerza=alta; Especificidad=alta. TSH alta o muy baja es central para detectar disfunción tiroidea operativa. Aviso rama alta: Muy alta: sugiere eje hipofuncionante.
VM188,ft4_ng_dl,disfuncion_tiroidea_periferica,primary_driver,low_is_worse,positive,0.90,threshold,0,all,none,1,Rama baja de asociación bidireccional. Fuerza=alta; Especificidad=alta. FT4 alta o baja complementa la dirección del eje tiroideo. Aviso rama baja: Muy baja: sugiere hipofunción tiroidea.
VM189,ft4_ng_dl,disfuncion_tiroidea_periferica,primary_driver,high_is_worse,positive,0.95,threshold,0,all,none,1,Rama alta de asociación bidireccional. Fuerza=alta; Especificidad=alta. FT4 alta o baja complementa la dirección del eje tiroideo. Aviso rama alta: Muy alta: sugiere hiperfunción tiroidea.
VM190,hb_g_dl,estado_anabolico_bajo,contextual_support,low_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Hemoglobina baja puede coexistir en baja reserva/nutrición. Aviso rama baja: Muy baja: añade peso clínico.
VM191,creatinine_mg_dl,estado_anabolico_bajo,supporting_driver,low_is_worse,positive,0.50,linear,0,all,none,1,Fuerza=media; Especificidad=baja. Creatinina baja puede reflejar menor masa magra/reserva anabólica. Aviso rama baja: Muy baja: refuerza baja masa magra.
VM192,urea_mg_dl,estado_anabolico_bajo,contextual_support,low_is_worse,positive,0.25,linear,0,all,none,1,Fuerza=baja; Especificidad=baja. Urea baja puede acompañar baja ingesta/proteína disponible. Aviso rama baja: Muy baja: apoyo débil.
VM193,bmi_kg_m2,estado_anabolico_bajo,supporting_driver,low_is_worse,positive,0.50,linear,0,all,none,1,Fuerza=media; Especificidad=baja. BMI bajo apoya baja reserva global. Aviso rama baja: Muy baja: refuerza el mecanismo.
VM194,albumin_g_dl,estado_anabolico_bajo,supporting_driver,low_is_worse,positive,0.50,linear,0,all,none,1,"Fuerza=media; Especificidad=baja. Albúmina baja puede acompañar baja reserva anabólica, aunque es inespecífica. Aviso rama baja: Muy baja: apoya el mecanismo."
VM195,hscrp_mg_l,recambio_muscular_lesion,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,"Fuerza=baja; Especificidad=baja. PCR alta puede acompañar lesión/inflamación muscular, muy inespecífica. Aviso rama alta: Muy alta: apoyo indirecto."
VM196,alt_u_l,recambio_muscular_lesion,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,"Fuerza=baja; Especificidad=baja. ALT puede elevarse levemente en contexto muscular, pero pesa más hígado. Aviso rama alta: Muy alta: priorizar hígado salvo evidencia muscular."
VM197,ast_u_l,recambio_muscular_lesion,supporting_driver,high_is_worse,positive,0.50,linear,0,all,none,1,"Fuerza=media; Especificidad=baja. AST alta puede reflejar músculo además de hígado. Aviso rama alta: Muy alta: revisar músculo e hígado, idealmente con CK."
VM198,creatinine_mg_dl,recambio_muscular_lesion,contextual_support,low_is_worse,positive,0.20,linear,0,all,none,1,"Rama baja de asociación bidireccional. Fuerza=baja; Especificidad=baja. Creatinina alta puede acompañar masa muscular/lesión; baja, baja masa magra. Señal muy indirecta. Aviso rama baja: Muy baja: sugiere baja masa magra más que lesión."
VM199,creatinine_mg_dl,recambio_muscular_lesion,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,"Rama alta de asociación bidireccional. Fuerza=baja; Especificidad=baja. Creatinina alta puede acompañar masa muscular/lesión; baja, baja masa magra. Señal muy indirecta. Aviso rama alta: Muy alta: revisar masa muscular, lesión o función renal."
VM200,uric_acid_mg_dl,recambio_muscular_lesion,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,"Fuerza=baja; Especificidad=baja. Urato puede elevarse con mayor recambio tisular, de forma poco específica. Aviso rama alta: Muy alta: apoyo indirecto."
VM201,urea_mg_dl,recambio_muscular_lesion,contextual_support,high_is_worse,positive,0.25,linear,0,all,none,1,"Fuerza=baja; Especificidad=baja. Urea alta puede acompañar catabolismo muscular, aunque también deshidratación o dieta. Aviso rama alta: Muy alta: apoyo indirecto."
